Latitude (decimal degrees):	3.411
Longitude (decimal degrees):	-73.029
Elevation (m):	226
Radiation database:	PVGIS-ERA5


Slope: 45 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	3.9
System losses (%):	16.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20211218:2330,0.0,0.0,0.0,0.0,0.0,28.82,1.24,0.0
20211219:0030,0.0,0.0,0.0,0.0,0.0,27.78,1.31,0.0
20211219:0130,0.0,0.0,0.0,0.0,0.0,26.73,1.72,0.0
20211219:0230,0.0,0.0,0.0,0.0,0.0,26.26,1.86,0.0
20211219:0330,0.0,0.0,0.0,0.0,0.0,25.98,1.86,0.0
20211219:0430,0.0,0.0,0.0,0.0,0.0,25.63,1.79,0.0
20211219:0530,0.0,0.0,0.0,0.0,0.0,25.31,1.72,0.0
20211219:0630,0.0,0.0,0.0,0.0,0.0,24.98,1.59,0.0
20211219:0730,0.0,0.0,0.0,0.0,0.0,24.61,1.72,0.0
20211219:0830,0.0,0.0,0.0,0.0,0.0,24.2,1.93,0.0
20211219:0930,0.0,0.0,0.0,0.0,0.0,24.11,2.07,0.0
20211219:1030,0.0,0.0,0.0,0.0,-5.8,24.09,1.93,0.0
20211219:1130,695.93,184.54,52.32,1.84,7.93,24.16,1.93,0.0
20211219:1230,1325.86,304.76,136.49,6.68,21.45,24.76,1.79,0.0
20211219:1330,1964.85,516.76,145.7,12.19,34.55,26.41,2.34,0.0
20211219:1430,1716.33,297.99,279.9,14.57,46.73,27.93,2.83,0.0
20211219:1530,1778.74,315.46,286.45,16.62,56.93,29.23,2.97,0.0
20211219:1630,2106.8,460.35,252.82,20.14,62.77,30.21,4.21,0.0
20211219:1730,1472.47,250.05,243.19,14.38,61.41,31.01,5.03,0.0
20211219:1830,1687.07,359.43,207.43,14.71,53.66,31.0,4.55,0.0
20211219:1930,2201.97,589.32,160.98,15.72,42.57,31.07,4.48,0.0
20211219:2030,1489.76,386.91,115.52,8.68,29.98,31.35,4.21,0.0
20211219:2130,1606.1,447.04,98.97,5.98,16.7,30.86,3.59,0.0
20211219:2230,713.67,218.5,30.75,0.88,3.08,30.27,2.9,0.0
20211219:2330,0.0,0.0,0.0,0.0,0.0,29.16,2.34,0.0
20211220:0030,0.0,0.0,0.0,0.0,0.0,28.23,2.34,0.0
20211220:0130,0.0,0.0,0.0,0.0,0.0,27.54,2.48,0.0
20211220:0230,0.0,0.0,0.0,0.0,0.0,27.14,2.83,0.0
20211220:0330,0.0,0.0,0.0,0.0,0.0,26.89,3.03,0.0
20211220:0430,0.0,0.0,0.0,0.0,0.0,26.51,2.9,0.0
20211220:0530,0.0,0.0,0.0,0.0,0.0,26.11,2.76,0.0
20211220:0630,0.0,0.0,0.0,0.0,0.0,25.67,2.62,0.0
20211220:0730,0.0,0.0,0.0,0.0,0.0,25.25,2.41,0.0
20211220:0830,0.0,0.0,0.0,0.0,0.0,24.85,2.28,0.0
20211220:0930,0.0,0.0,0.0,0.0,0.0,24.71,2.21,0.0
20211220:1030,0.0,0.0,0.0,0.0,-5.9,24.43,2.14,0.0
20211220:1130,729.31,172.45,75.45,2.21,7.82,24.22,2.0,0.0
20211220:1230,1982.52,545.61,127.34,8.67,21.35,25.07,1.66,0.0
20211220:1330,2333.29,633.0,167.17,14.39,34.44,27.17,2.62,0.0
20211220:1430,2794.79,847.91,124.42,21.07,46.63,28.66,3.45,0.0
20211220:1530,2122.39,590.09,122.62,18.24,56.85,30.09,4.62,0.0
20211220:1630,2488.33,667.57,179.6,23.4,62.73,30.69,4.97,0.0
20211220:1730,2106.37,467.19,245.84,19.81,61.43,31.4,5.03,0.0
20211220:1830,2694.0,818.34,115.73,22.58,53.73,31.73,4.55,0.0
20211220:1930,2543.16,751.72,129.11,17.99,42.66,32.4,4.76,0.0
20211220:2030,2097.71,566.03,153.99,11.93,30.08,32.23,4.41,0.0
20211220:2130,1528.72,401.19,119.05,6.02,16.8,31.91,4.28,0.0
20211220:2230,717.91,216.33,35.01,0.95,3.18,31.06,3.24,0.0
20211220:2330,0.0,0.0,0.0,0.0,0.0,29.92,2.76,0.0
20211221:0030,0.0,0.0,0.0,0.0,0.0,29.22,3.1,0.0
20211221:0130,0.0,0.0,0.0,0.0,0.0,28.69,3.24,0.0
20211221:0230,0.0,0.0,0.0,0.0,0.0,28.13,2.83,0.0
20211221:0330,0.0,0.0,0.0,0.0,0.0,27.45,2.41,0.0
20211221:0430,0.0,0.0,0.0,0.0,0.0,26.76,2.0,0.0
20211221:0530,0.0,0.0,0.0,0.0,0.0,26.21,1.86,0.0
20211221:0630,0.0,0.0,0.0,0.0,0.0,25.73,1.79,0.0
20211221:0730,0.0,0.0,0.0,0.0,0.0,25.36,1.86,0.0
20211221:0830,0.0,0.0,0.0,0.0,0.0,24.86,1.93,0.0
20211221:0930,0.0,0.0,0.0,0.0,0.0,24.53,1.93,0.0
20211221:1030,0.0,0.0,0.0,0.0,-6.01,24.13,1.86,0.0
20211221:1130,1201.51,330.2,69.97,2.49,7.71,23.73,1.72,0.0
20211221:1230,2083.39,589.5,123.49,9.0,21.24,24.98,1.38,0.0
20211221:1330,2549.05,742.51,147.18,15.6,34.34,27.54,2.28,0.0
20211221:1430,2633.13,750.54,161.4,19.94,46.54,29.22,3.52,0.0
20211221:1530,2898.63,888.25,119.13,25.41,56.78,30.45,4.48,0.0
20211221:1630,2800.1,844.24,121.9,26.52,62.7,31.69,5.24,0.0
20211221:1730,2407.21,654.59,168.07,22.36,61.46,32.47,5.31,0.0
20211221:1830,2766.19,839.8,121.25,23.25,53.8,32.5,5.1,0.0
20211221:1930,2649.34,808.14,117.24,18.82,42.74,33.3,4.83,0.0
20211221:2030,2213.6,635.89,126.7,12.33,30.18,32.83,4.69,0.0
20211221:2130,1750.63,488.47,110.32,6.55,16.9,32.41,4.34,0.0
20211221:2230,849.96,253.33,41.97,1.09,3.29,31.72,3.52,0.0
20211221:2330,0.0,0.0,0.0,0.0,0.0,30.5,2.9,0.0
20211222:0030,0.0,0.0,0.0,0.0,0.0,29.38,2.76,0.0
20211222:0130,0.0,0.0,0.0,0.0,0.0,28.7,2.62,0.0
20211222:0230,0.0,0.0,0.0,0.0,0.0,28.04,2.55,0.0
20211222:0330,0.0,0.0,0.0,0.0,0.0,27.41,2.55,0.0
20211222:0430,0.0,0.0,0.0,0.0,0.0,26.9,2.41,0.0
20211222:0530,0.0,0.0,0.0,0.0,0.0,26.44,2.28,0.0
20211222:0630,0.0,0.0,0.0,0.0,0.0,26.01,2.21,0.0
20211222:0730,0.0,0.0,0.0,0.0,0.0,26.02,2.21,0.0
20211222:0830,0.0,0.0,0.0,0.0,0.0,25.75,2.21,0.0
20211222:0930,0.0,0.0,0.0,0.0,0.0,25.57,2.34,0.0
20211222:1030,0.0,0.0,0.0,0.0,-6.12,25.31,2.21,0.0
20211222:1130,1143.53,317.82,64.69,2.36,7.6,25.04,2.07,0.0
20211222:1230,1958.03,556.79,108.59,8.38,21.13,25.94,1.79,0.0
20211222:1330,2431.74,705.14,136.39,14.76,34.24,27.96,2.55,0.0
20211222:1430,2766.57,825.43,141.21,20.94,46.45,29.71,3.52,0.0
20211222:1530,2666.82,766.21,149.47,23.2,56.71,31.23,5.17,0.0
20211222:1630,2510.62,745.16,109.56,23.5,62.68,32.19,5.72,0.0
20211222:1730,2307.92,584.45,202.94,21.55,61.5,32.78,5.52,0.0
20211222:1830,2420.53,685.95,145.66,20.34,53.87,33.05,5.24,0.0
20211222:1930,2281.2,591.45,196.23,16.7,42.84,32.99,4.62,0.0
20211222:2030,1796.72,484.67,128.67,10.34,30.28,32.96,4.41,0.0
20211222:2130,1518.13,407.76,111.14,5.98,17.01,32.74,4.14,0.0
20211222:2230,912.91,272.93,43.76,1.15,3.4,32.07,3.45,0.0
20211222:2330,0.0,0.0,0.0,0.0,0.0,30.91,2.41,0.0
20211223:0030,0.0,0.0,0.0,0.0,0.0,29.91,2.34,0.0
20211223:0130,0.0,0.0,0.0,0.0,0.0,29.28,2.28,0.0
20211223:0230,0.0,0.0,0.0,0.0,0.0,28.71,2.34,0.0
20211223:0330,0.0,0.0,0.0,0.0,0.0,28.11,2.28,0.0
20211223:0430,0.0,0.0,0.0,0.0,0.0,27.63,2.07,0.0
20211223:0530,0.0,0.0,0.0,0.0,0.0,27.12,2.0,0.0
20211223:0630,0.0,0.0,0.0,0.0,0.0,26.7,1.93,0.0
20211223:0730,0.0,0.0,0.0,0.0,0.0,26.35,1.93,0.0
20211223:0830,0.0,0.0,0.0,0.0,0.0,25.91,1.93,0.0
20211223:0930,0.0,0.0,0.0,0.0,0.0,25.5,1.86,0.0
20211223:1030,0.0,0.0,0.0,0.0,-6.23,25.14,1.72,0.0
20211223:1130,1150.34,300.83,84.71,2.53,7.5,24.8,1.79,0.0
20211223:1230,1745.01,444.28,148.02,8.03,21.03,26.07,1.45,0.0
20211223:1330,2301.11,622.14,176.38,14.34,34.14,28.43,2.21,0.0
20211223:1430,2616.31,742.05,163.11,19.76,46.36,30.05,3.93,0.0
20211223:1530,2127.24,516.87,196.78,18.52,56.64,31.04,6.07,0.0
20211223:1630,1851.31,422.84,195.36,17.44,62.66,31.4,6.0,0.0
20211223:1730,2229.61,586.64,166.51,20.58,61.54,31.84,5.66,0.0
20211223:1830,1997.42,474.83,202.52,17.14,53.95,32.55,5.24,0.0
20211223:1930,2408.98,665.09,169.54,17.41,42.93,32.82,4.55,0.0
20211223:2030,2324.25,665.14,138.53,13.03,30.38,32.71,4.69,0.0
20211223:2130,1724.34,474.98,113.77,6.57,17.12,32.41,4.55,0.0
20211223:2230,883.27,265.6,39.84,1.11,3.51,31.27,3.59,0.0
20211223:2330,0.0,0.0,0.0,0.0,0.0,29.84,3.24,0.0
20211224:0030,0.0,0.0,0.0,0.0,0.0,27.14,2.97,0.0
20211224:0130,0.0,0.0,0.0,0.0,0.0,26.24,1.66,0.0
20211224:0230,0.0,0.0,0.0,0.0,0.0,26.28,1.1,0.0
20211224:0330,0.0,0.0,0.0,0.0,0.0,26.21,1.1,0.0
20211224:0430,0.0,0.0,0.0,0.0,0.0,26.0,1.17,0.0
20211224:0530,0.0,0.0,0.0,0.0,0.0,25.7,1.31,0.0
20211224:0630,0.0,0.0,0.0,0.0,0.0,25.44,1.45,0.0
20211224:0730,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0
20211224:0830,0.0,0.0,0.0,0.0,0.0,25.74,1.93,0.0
20211224:0930,0.0,0.0,0.0,0.0,0.0,25.46,1.93,0.0
20211224:1030,0.0,0.0,0.0,0.0,-6.33,25.29,2.0,0.0
20211224:1130,542.85,123.04,66.78,1.93,7.39,25.21,2.07,0.0
20211224:1230,1674.29,415.04,149.24,7.77,20.93,26.03,1.86,0.0
20211224:1330,1854.39,429.27,196.53,12.04,34.04,27.88,2.9,0.0
20211224:1430,2146.38,490.1,241.55,16.86,46.28,29.21,3.38,0.0
20211224:1530,2584.0,702.09,191.9,22.75,56.59,30.49,3.86,0.0
20211224:1630,2227.26,543.68,218.15,21.24,62.65,31.84,4.28,0.0
20211224:1730,1303.84,219.32,222.08,12.98,61.59,32.59,4.41,0.0
20211224:1830,830.75,106.79,178.64,8.43,54.04,31.87,4.34,0.0
20211224:1930,1569.8,369.14,165.22,11.97,43.03,31.81,3.03,0.0
20211224:2030,1604.76,419.49,124.2,9.42,30.49,31.8,4.07,0.0
20211224:2130,1293.79,325.11,113.83,5.49,17.22,31.22,4.0,0.0
20211224:2230,481.79,145.42,28.89,0.85,3.61,30.55,2.83,0.0
20211224:2330,0.0,0.0,0.0,0.0,0.0,29.55,2.14,0.0
20211225:0030,0.0,0.0,0.0,0.0,0.0,28.78,2.0,0.0
20211225:0130,0.0,0.0,0.0,0.0,0.0,28.23,1.86,0.0
20211225:0230,0.0,0.0,0.0,0.0,0.0,27.72,1.79,0.0
20211225:0330,0.0,0.0,0.0,0.0,0.0,27.34,1.72,0.0
20211225:0430,0.0,0.0,0.0,0.0,0.0,26.97,1.66,0.0
20211225:0530,0.0,0.0,0.0,0.0,0.0,26.62,1.66,0.0
20211225:0630,0.0,0.0,0.0,0.0,0.0,26.33,1.59,0.0
20211225:0730,0.0,0.0,0.0,0.0,0.0,25.89,1.52,0.0
20211225:0830,0.0,0.0,0.0,0.0,0.0,25.52,1.59,0.0
20211225:0930,0.0,0.0,0.0,0.0,0.0,25.17,1.45,0.0
20211225:1030,0.0,0.0,0.0,0.0,-6.44,24.91,1.38,0.0
20211225:1130,756.52,210.49,47.1,1.72,7.29,24.81,1.31,0.0
20211225:1230,1744.2,504.04,88.36,7.4,20.83,25.65,1.03,0.0
20211225:1330,1957.96,520.07,153.23,12.27,33.95,27.85,1.45,0.0
20211225:1430,2593.94,767.02,147.13,19.82,46.2,29.42,2.28,0.0
20211225:1530,2442.13,642.82,200.07,21.55,56.53,30.41,3.52,0.0
20211225:1630,2163.55,574.04,162.89,20.43,62.65,31.23,3.86,0.0
20211225:1730,2266.88,634.23,142.87,21.18,61.65,31.71,3.79,0.0
20211225:1830,1888.66,493.99,148.29,16.08,54.13,32.05,3.72,0.0
20211225:1930,2038.46,550.44,148.27,14.83,43.14,32.44,3.93,0.0
20211225:2030,2245.05,637.95,141.48,12.78,30.6,32.47,3.79,0.0
20211225:2130,1736.97,491.7,103.49,6.59,17.33,32.57,4.07,0.0
20211225:2230,851.66,261.36,34.22,1.08,3.72,31.58,3.31,0.0
20211225:2330,0.0,0.0,0.0,0.0,0.0,30.51,2.41,0.0
20211226:0030,0.0,0.0,0.0,0.0,0.0,29.59,2.0,0.0
20211226:0130,0.0,0.0,0.0,0.0,0.0,28.93,1.93,0.0
20211226:0230,0.0,0.0,0.0,0.0,0.0,28.28,1.93,0.0
20211226:0330,0.0,0.0,0.0,0.0,0.0,27.66,1.86,0.0
20211226:0430,0.0,0.0,0.0,0.0,0.0,27.22,1.86,0.0
20211226:0530,0.0,0.0,0.0,0.0,0.0,26.77,1.86,0.0
20211226:0630,0.0,0.0,0.0,0.0,0.0,26.37,1.93,0.0
20211226:0730,0.0,0.0,0.0,0.0,0.0,25.81,2.07,0.0
20211226:0830,0.0,0.0,0.0,0.0,0.0,25.46,2.07,0.0
20211226:0930,0.0,0.0,0.0,0.0,0.0,25.19,2.07,0.0
20211226:1030,0.0,0.0,0.0,0.0,-6.55,24.82,2.07,0.0
20211226:1130,961.0,254.0,68.61,2.12,7.18,24.63,2.0,0.0
20211226:1230,1829.21,484.53,134.27,8.04,20.73,25.45,1.66,0.0
20211226:1330,2495.45,725.26,144.59,15.13,33.86,28.01,2.34,0.0
20211226:1430,2544.97,721.46,165.92,19.34,46.13,29.98,3.03,0.0
20211226:1530,2487.48,711.76,143.07,21.64,56.49,30.79,4.07,0.0
20211226:1630,2334.64,636.97,158.82,21.98,62.66,31.43,4.55,0.0
20211226:1730,2360.67,635.48,174.49,22.12,61.71,32.06,4.41,0.0
20211226:1830,2546.78,752.63,132.62,21.65,54.23,32.46,4.14,0.0
20211226:1930,2530.22,730.71,151.22,18.29,43.25,32.52,4.21,0.0
20211226:2030,2162.97,601.44,144.11,12.37,30.71,32.41,4.21,0.0
20211226:2130,1595.67,437.8,107.03,6.25,17.44,32.1,3.86,0.0
20211226:2230,929.78,281.39,39.98,1.19,3.83,31.34,3.1,0.0
20211226:2330,0.0,0.0,0.0,0.0,0.0,30.19,2.48,0.0
20211227:0030,0.0,0.0,0.0,0.0,0.0,29.37,2.34,0.0
20211227:0130,0.0,0.0,0.0,0.0,0.0,28.75,2.41,0.0
20211227:0230,0.0,0.0,0.0,0.0,0.0,28.24,2.48,0.0
20211227:0330,0.0,0.0,0.0,0.0,0.0,27.75,2.62,0.0
20211227:0430,0.0,0.0,0.0,0.0,0.0,27.13,2.69,0.0
20211227:0530,0.0,0.0,0.0,0.0,0.0,26.69,2.62,0.0
20211227:0630,0.0,0.0,0.0,0.0,0.0,26.22,2.55,0.0
20211227:0730,0.0,0.0,0.0,0.0,0.0,26.2,2.83,0.0
20211227:0830,0.0,0.0,0.0,0.0,0.0,25.79,2.62,0.0
20211227:0930,0.0,0.0,0.0,0.0,0.0,25.34,2.34,0.0
20211227:1030,0.0,0.0,0.0,0.0,0.0,24.95,2.14,0.0
20211227:1130,1195.12,322.96,76.18,2.37,7.08,24.67,2.14,0.0
20211227:1230,1829.25,506.74,108.66,7.75,20.64,25.54,2.07,0.0
20211227:1330,2363.05,665.7,138.0,14.06,33.78,27.29,3.38,0.0
20211227:1430,2784.13,833.2,129.99,20.7,46.06,28.99,4.0,0.0
20211227:1530,2811.42,847.2,121.1,24.34,56.45,30.62,5.03,0.0
20211227:1630,2536.07,709.21,157.95,23.88,62.67,31.74,5.24,0.0
20211227:1730,2848.54,879.79,112.71,26.88,61.79,32.67,5.03,0.0
20211227:1830,2844.57,881.69,117.55,24.33,54.33,33.47,4.9,0.0
20211227:1930,2769.61,852.79,126.65,20.09,43.36,33.82,4.48,0.0
20211227:2030,2275.74,673.95,117.23,12.86,30.82,33.77,4.41,0.0
20211227:2130,1935.7,557.3,109.61,7.3,17.56,33.2,4.48,0.0
20211227:2230,970.47,289.39,46.56,1.3,3.94,32.5,3.79,0.0
20211227:2330,0.0,0.0,0.0,0.0,0.0,31.27,3.03,0.0
20211228:0030,0.0,0.0,0.0,0.0,0.0,30.17,2.9,0.0
20211228:0130,0.0,0.0,0.0,0.0,0.0,29.35,2.76,0.0
20211228:0230,0.0,0.0,0.0,0.0,0.0,28.7,2.62,0.0
20211228:0330,0.0,0.0,0.0,0.0,0.0,28.07,2.69,0.0
20211228:0430,0.0,0.0,0.0,0.0,0.0,27.53,2.69,0.0
20211228:0530,0.0,0.0,0.0,0.0,0.0,26.95,2.55,0.0
20211228:0630,0.0,0.0,0.0,0.0,0.0,26.39,2.28,0.0
20211228:0730,0.0,0.0,0.0,0.0,0.0,25.84,2.48,0.0
20211228:0830,0.0,0.0,0.0,0.0,0.0,25.57,2.55,0.0
20211228:0930,0.0,0.0,0.0,0.0,0.0,25.31,2.69,0.0
20211228:1030,0.0,0.0,0.0,0.0,0.0,25.09,2.55,0.0
20211228:1130,1272.85,348.56,76.85,2.42,6.98,24.86,2.14,0.0
20211228:1230,2125.78,603.58,123.1,8.91,20.54,25.51,1.79,0.0
20211228:1330,2625.12,778.25,132.34,15.63,33.7,27.69,2.97,0.0
20211228:1430,2834.25,838.52,145.04,21.14,45.99,29.6,4.28,0.0
20211228:1530,2817.12,816.88,157.0,24.52,56.42,31.25,5.17,0.0
20211228:1630,2823.63,812.09,163.21,26.78,62.69,32.35,5.79,0.0
20211228:1730,2710.59,725.25,212.08,25.55,61.86,33.21,5.93,0.0
20211228:1830,2830.25,833.92,154.05,24.17,54.43,33.72,5.72,0.0
20211228:1930,2574.23,719.02,178.59,18.79,43.47,34.12,5.38,0.0
20211228:2030,2431.7,694.3,150.97,13.86,30.94,33.85,5.31,0.0
20211228:2130,1501.0,384.49,127.84,6.29,17.67,33.39,5.1,0.0
20211228:2230,1000.54,294.83,50.66,1.38,4.05,32.4,4.07,0.0
20211228:2330,0.0,0.0,0.0,0.0,0.0,31.09,3.59,0.0
20211229:0030,0.0,0.0,0.0,0.0,0.0,30.02,3.72,0.0
20211229:0130,0.0,0.0,0.0,0.0,0.0,29.24,3.66,0.0
20211229:0230,0.0,0.0,0.0,0.0,0.0,28.58,3.17,0.0
20211229:0330,0.0,0.0,0.0,0.0,0.0,27.84,2.76,0.0
20211229:0430,0.0,0.0,0.0,0.0,0.0,27.16,2.69,0.0
20211229:0530,0.0,0.0,0.0,0.0,0.0,26.69,2.62,0.0
20211229:0630,0.0,0.0,0.0,0.0,0.0,26.13,2.55,0.0
20211229:0730,0.0,0.0,0.0,0.0,0.0,25.72,2.76,0.0
20211229:0830,0.0,0.0,0.0,0.0,0.0,25.31,2.76,0.0
20211229:0930,0.0,0.0,0.0,0.0,0.0,24.92,2.62,0.0
20211229:1030,0.0,0.0,0.0,0.0,0.0,24.58,2.41,0.0
20211229:1130,687.76,172.92,61.76,1.8,6.88,24.29,2.14,0.0
20211229:1230,1323.86,287.36,153.87,6.75,20.45,24.67,1.72,0.0
20211229:1330,2101.25,479.15,237.36,13.6,33.62,26.62,2.28,0.0
