Latitude (decimal degrees):	5.387
Longitude (decimal degrees):	-71.678
Elevation (m):	172
Radiation database:	PVGIS-ERA5


Slope: 45 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	3.9
System losses (%):	16.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220320:1730,1957.49,485.45,169.66,22.6,79.64,30.65,4.48,0.0
20220320:1830,1698.35,286.84,287.07,17.29,65.63,31.83,4.62,0.0
20220320:1930,1167.71,147.75,248.5,11.36,50.89,31.58,4.14,0.0
20220320:2030,1226.73,221.79,193.23,9.48,36.03,31.32,4.21,0.0
20220320:2130,1257.56,287.06,139.16,6.53,21.12,31.23,4.14,0.0
20220320:2230,787.48,207.61,65.88,1.76,6.19,30.88,3.52,0.0
20220320:2330,0.0,0.0,0.0,0.0,0.0,29.85,2.34,0.0
20220321:0030,0.0,0.0,0.0,0.0,0.0,28.69,1.66,0.0
20220321:0130,0.0,0.0,0.0,0.0,0.0,27.86,1.31,0.0
20220321:0230,0.0,0.0,0.0,0.0,0.0,27.36,1.38,0.0
20220321:0330,0.0,0.0,0.0,0.0,0.0,27.0,1.38,0.0
20220321:0430,0.0,0.0,0.0,0.0,0.0,26.82,1.45,0.0
20220321:0530,0.0,0.0,0.0,0.0,0.0,26.46,1.31,0.0
20220321:0630,0.0,0.0,0.0,0.0,0.0,26.21,1.17,0.0
20220321:0730,0.0,0.0,0.0,0.0,0.0,26.44,1.38,0.0
20220321:0830,0.0,0.0,0.0,0.0,0.0,25.97,0.62,0.0
20220321:0930,0.0,0.0,0.0,0.0,0.0,26.05,0.48,0.0
20220321:1030,0.0,0.0,0.0,0.0,-6.1,25.59,1.24,0.0
20220321:1130,778.24,210.84,53.98,2.1,8.83,25.14,1.24,0.0
20220321:1230,1227.92,321.61,90.88,6.21,23.76,25.73,0.83,0.0
20220321:1330,1623.01,436.69,115.35,11.06,38.67,27.29,0.83,0.0
20220321:1430,2063.72,555.45,158.63,17.67,53.54,28.68,1.31,0.0
20220321:1530,1978.94,520.28,153.45,20.15,68.26,30.38,2.62,0.0
20220321:1630,1994.45,498.31,176.55,24.0,81.99,31.42,3.72,0.0
20220321:1730,2007.12,497.65,183.13,23.5,79.78,32.22,4.07,0.0
20220321:1830,2115.77,553.29,169.18,20.89,65.64,32.44,4.07,0.0
20220321:1930,2237.5,611.11,160.27,18.29,50.88,32.42,3.86,0.0
20220321:2030,1520.79,325.08,193.6,10.9,36.0,32.57,3.72,0.0
20220321:2130,544.35,102.56,91.9,3.88,21.08,32.21,3.45,0.0
20220321:2230,282.94,76.53,33.46,1.05,6.15,31.43,2.97,0.0
20220321:2330,0.0,0.0,0.0,0.0,0.0,30.52,2.41,0.0
20220322:0030,0.0,0.0,0.0,0.0,0.0,29.6,2.07,0.0
20220322:0130,0.0,0.0,0.0,0.0,0.0,28.77,1.79,0.0
20220322:0230,0.0,0.0,0.0,0.0,0.0,27.95,1.59,0.0
20220322:0330,0.0,0.0,0.0,0.0,0.0,27.42,1.38,0.0
20220322:0430,0.0,0.0,0.0,0.0,0.0,26.92,1.31,0.0
20220322:0530,0.0,0.0,0.0,0.0,0.0,26.83,1.45,0.0
20220322:0630,0.0,0.0,0.0,0.0,0.0,26.55,1.66,0.0
20220322:0730,0.0,0.0,0.0,0.0,0.0,26.34,1.52,0.0
20220322:0830,0.0,0.0,0.0,0.0,0.0,25.96,1.31,0.0
20220322:0930,0.0,0.0,0.0,0.0,0.0,25.63,0.69,0.0
20220322:1030,0.0,0.0,0.0,0.0,-5.99,25.63,0.55,0.0
20220322:1130,1019.21,282.73,61.35,2.5,8.94,25.55,1.17,0.0
20220322:1230,1394.66,360.07,110.19,7.08,23.88,26.15,0.97,0.0
20220322:1330,1928.93,506.59,160.3,13.38,38.79,27.69,0.9,0.0
20220322:1430,1918.38,449.55,215.52,16.93,53.67,29.21,1.1,0.0
20220322:1530,2069.76,548.72,158.78,21.18,68.43,30.45,2.62,0.0
20220322:1630,1311.27,247.03,191.68,15.48,82.3,30.85,3.93,0.0
20220322:1730,1252.64,124.76,295.44,14.41,79.9,29.52,4.0,0.0
20220322:1830,1812.16,416.27,192.77,17.83,65.65,30.26,3.72,0.0
20220322:1930,1806.04,459.83,152.63,14.83,50.85,31.41,3.52,0.0
20220322:2030,2277.47,657.94,131.29,14.44,35.96,31.67,3.45,0.0
20220322:2130,1091.44,281.5,90.88,5.36,21.04,31.95,3.45,0.0
20220322:2230,911.03,257.72,57.33,1.73,6.11,31.19,2.83,0.0
20220322:2330,0.0,0.0,0.0,0.0,0.0,30.3,2.21,0.0
20220323:0030,0.0,0.0,0.0,0.0,0.0,29.1,2.0,0.0
20220323:0130,0.0,0.0,0.0,0.0,0.0,28.26,2.07,0.0
20220323:0230,0.0,0.0,0.0,0.0,0.0,27.56,1.86,0.0
20220323:0330,0.0,0.0,0.0,0.0,0.0,26.91,1.59,0.0
20220323:0430,0.0,0.0,0.0,0.0,0.0,26.41,1.45,0.0
20220323:0530,0.0,0.0,0.0,0.0,0.0,25.95,1.52,0.0
20220323:0630,0.0,0.0,0.0,0.0,0.0,25.61,1.45,0.0
20220323:0730,0.0,0.0,0.0,0.0,0.0,24.74,1.24,0.0
20220323:0830,0.0,0.0,0.0,0.0,0.0,24.96,1.1,0.0
20220323:0930,0.0,0.0,0.0,0.0,0.0,24.97,0.9,0.0
20220323:1030,0.0,0.0,0.0,0.0,-5.87,25.14,0.62,0.0
20220323:1130,151.73,34.53,29.94,1.09,9.06,25.53,0.83,0.0
20220323:1230,288.21,39.19,69.67,2.78,23.99,25.73,0.9,0.0
20220323:1330,389.62,14.49,127.53,4.64,38.91,26.46,1.17,0.0
20220323:1430,1219.64,189.77,219.32,11.51,53.81,27.3,1.86,0.0
20220323:1530,2072.53,435.95,269.57,21.34,68.59,28.98,2.76,0.0
20220323:1630,2344.03,663.52,134.33,28.96,82.6,31.03,3.93,0.0
20220323:1730,2330.44,644.08,148.2,27.64,80.02,32.84,5.24,0.0
20220323:1830,2245.05,641.15,125.03,22.06,65.65,33.68,5.24,0.0
20220323:1930,1782.32,437.44,169.67,14.82,50.83,33.78,4.69,0.0
20220323:2030,1618.69,375.73,175.85,11.15,35.93,33.32,4.55,0.0
20220323:2130,1569.3,407.64,127.96,7.29,21.0,32.83,4.34,0.0
20220323:2230,1062.18,299.88,66.09,1.91,6.07,32.23,3.72,0.0
20220323:2330,0.0,0.0,0.0,0.0,0.0,30.88,2.69,0.0
20220324:0030,0.0,0.0,0.0,0.0,0.0,29.63,2.28,0.0
20220324:0130,0.0,0.0,0.0,0.0,0.0,28.69,2.28,0.0
20220324:0230,0.0,0.0,0.0,0.0,0.0,27.92,2.34,0.0
20220324:0330,0.0,0.0,0.0,0.0,0.0,27.31,2.34,0.0
20220324:0430,0.0,0.0,0.0,0.0,0.0,26.81,2.28,0.0
20220324:0530,0.0,0.0,0.0,0.0,0.0,26.4,2.21,0.0
20220324:0630,0.0,0.0,0.0,0.0,0.0,26.21,2.14,0.0
20220324:0730,0.0,0.0,0.0,0.0,0.0,26.08,2.14,0.0
20220324:0830,0.0,0.0,0.0,0.0,0.0,26.06,2.07,0.0
20220324:0930,0.0,0.0,0.0,0.0,0.0,25.75,2.0,0.0
20220324:1030,0.0,0.0,0.0,0.0,-5.76,25.45,1.79,0.0
20220324:1130,1166.28,320.89,69.38,2.82,9.17,24.92,1.72,0.0
20220324:1230,1844.77,487.68,137.61,9.05,24.11,26.15,1.72,0.0
20220324:1330,2201.78,604.58,147.36,14.77,39.03,28.07,2.69,0.0
20220324:1430,2697.7,763.42,171.96,22.88,53.94,29.96,3.86,0.0
20220324:1530,2756.98,828.58,116.65,28.31,68.75,32.01,5.72,0.0
20220324:1630,2428.5,708.88,116.49,30.21,82.89,33.09,5.66,0.0
20220324:1730,2481.9,746.17,105.84,29.98,80.11,33.86,5.17,0.0
20220324:1830,2723.84,839.99,114.5,27.39,65.64,34.47,4.83,0.0
20220324:1930,2711.9,811.83,147.47,22.32,50.8,34.75,4.55,0.0
20220324:2030,2485.1,747.96,129.02,15.83,35.89,34.79,4.21,0.0
20220324:2130,1751.4,473.48,135.12,8.01,20.96,34.7,3.66,0.0
20220324:2230,932.2,265.03,61.79,1.77,6.03,34.21,2.9,0.0
20220324:2330,0.0,0.0,0.0,0.0,0.0,32.61,2.55,0.0
20220325:0030,0.0,0.0,0.0,0.0,0.0,31.21,2.62,0.0
20220325:0130,0.0,0.0,0.0,0.0,0.0,30.37,2.55,0.0
20220325:0230,0.0,0.0,0.0,0.0,0.0,29.65,2.28,0.0
20220325:0330,0.0,0.0,0.0,0.0,0.0,29.02,2.14,0.0
20220325:0430,0.0,0.0,0.0,0.0,0.0,28.45,2.14,0.0
20220325:0530,0.0,0.0,0.0,0.0,0.0,28.02,2.21,0.0
20220325:0630,0.0,0.0,0.0,0.0,0.0,27.73,2.21,0.0
20220325:0730,0.0,0.0,0.0,0.0,0.0,27.02,2.14,0.0
20220325:0830,0.0,0.0,0.0,0.0,0.0,26.78,2.14,0.0
20220325:0930,0.0,0.0,0.0,0.0,0.0,26.45,2.34,0.0
20220325:1030,0.0,0.0,0.0,0.0,-5.64,26.27,2.55,0.0
20220325:1130,1202.51,326.76,75.23,2.95,9.29,25.91,2.62,0.0
20220325:1230,1946.87,526.38,131.83,9.38,24.22,26.84,2.55,0.0
20220325:1330,2594.67,763.4,132.7,17.22,39.15,28.99,3.59,0.0
20220325:1430,2719.06,767.05,165.94,22.85,54.06,31.17,5.59,0.0
20220325:1530,2730.15,804.45,129.45,28.02,68.9,32.33,6.14,0.0
20220325:1630,2367.13,678.56,126.19,29.51,83.17,33.73,5.86,0.0
20220325:1730,2326.86,659.65,138.2,27.95,80.19,34.62,5.31,0.0
20220325:1830,2645.95,798.13,128.05,26.57,65.63,34.92,4.9,0.0
20220325:1930,2518.02,731.75,148.89,20.58,50.77,34.98,4.97,0.0
20220325:2030,2025.72,556.25,141.08,13.01,35.85,34.44,4.97,0.0
20220325:2130,1702.78,457.87,125.86,7.68,20.92,33.71,4.69,0.0
20220325:2230,927.85,262.26,59.68,1.73,5.98,32.98,4.07,0.0
20220325:2330,0.0,0.0,0.0,0.0,0.0,32.0,3.1,0.0
20220326:0030,0.0,0.0,0.0,0.0,0.0,31.06,2.69,0.0
20220326:0130,0.0,0.0,0.0,0.0,0.0,30.21,2.34,0.0
20220326:0230,0.0,0.0,0.0,0.0,0.0,29.48,1.93,0.0
20220326:0330,0.0,0.0,0.0,0.0,0.0,28.77,1.79,0.0
20220326:0430,0.0,0.0,0.0,0.0,0.0,28.24,1.59,0.0
20220326:0530,0.0,0.0,0.0,0.0,0.0,27.85,1.31,0.0
20220326:0630,0.0,0.0,0.0,0.0,0.0,27.68,1.1,0.0
20220326:0730,0.0,0.0,0.0,0.0,0.0,27.55,1.31,0.0
20220326:0830,0.0,0.0,0.0,0.0,0.0,26.78,1.72,0.0
20220326:0930,0.0,0.0,0.0,0.0,0.0,25.96,1.72,0.0
20220326:1030,0.0,0.0,0.0,0.0,-5.52,25.28,1.86,0.0
20220326:1130,281.28,80.57,25.46,1.12,9.4,24.6,1.86,0.0
20220326:1230,534.0,112.31,72.57,3.61,24.33,24.65,2.0,0.0
20220326:1330,1354.31,330.48,116.34,9.39,39.27,25.27,2.28,0.0
20220326:1430,1270.62,238.61,182.71,11.44,54.18,27.04,2.97,0.0
20220326:1530,1654.38,329.97,223.82,17.01,69.05,28.49,2.83,0.0
20220326:1630,1775.39,378.41,218.64,21.4,83.43,30.0,3.17,0.0
20220326:1730,2223.26,572.37,188.37,26.46,80.25,31.28,3.38,0.0
20220326:1830,2396.43,641.45,190.17,23.94,65.61,32.52,3.66,0.0
20220326:1930,2056.4,535.02,176.14,17.04,50.73,33.82,3.72,0.0
20220326:2030,2126.39,580.74,160.24,13.83,35.8,33.56,3.45,0.0
20220326:2130,1622.62,434.4,125.87,7.46,20.87,33.41,3.17,0.0
20220326:2230,990.99,284.3,59.86,1.77,5.94,32.73,2.9,0.0
20220326:2330,0.0,0.0,0.0,0.0,0.0,31.62,2.21,0.0
20220327:0030,0.0,0.0,0.0,0.0,0.0,30.52,1.79,0.0
20220327:0130,0.0,0.0,0.0,0.0,0.0,29.7,1.45,0.0
20220327:0230,0.0,0.0,0.0,0.0,0.0,28.87,1.17,0.0
20220327:0330,0.0,0.0,0.0,0.0,0.0,27.96,0.97,0.0
20220327:0430,0.0,0.0,0.0,0.0,0.0,27.63,0.62,0.0
20220327:0530,0.0,0.0,0.0,0.0,0.0,26.74,0.76,0.0
20220327:0630,0.0,0.0,0.0,0.0,0.0,25.99,0.83,0.0
20220327:0730,0.0,0.0,0.0,0.0,0.0,26.07,0.97,0.0
20220327:0830,0.0,0.0,0.0,0.0,0.0,25.48,1.24,0.0
20220327:0930,0.0,0.0,0.0,0.0,0.0,24.6,1.59,0.0
