Latitude (decimal degrees):	0.427
Longitude (decimal degrees):	-75.699
Elevation (m):	222
Radiation database:	PVGIS-ERA5


Slope: 43 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	3.9
System losses (%):	16.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220708:0430,0.0,0.0,0.0,0.0,0.0,23.82,1.24,0.0
20220708:0530,0.0,0.0,0.0,0.0,0.0,23.49,1.1,0.0
20220708:0630,0.0,0.0,0.0,0.0,0.0,23.07,1.1,0.0
20220708:0730,0.0,0.0,0.0,0.0,0.0,22.98,0.97,0.0
20220708:0830,0.0,0.0,0.0,0.0,0.0,22.3,1.03,0.0
20220708:0930,0.0,0.0,0.0,0.0,0.0,22.03,1.03,0.0
20220708:1030,0.0,0.0,0.0,0.0,0.0,21.73,1.1,0.0
20220708:1130,620.7,180.01,31.66,1.04,5.33,21.56,1.1,0.0
20220708:1230,911.53,217.52,85.8,4.09,19.14,21.92,0.69,0.0
20220708:1330,1481.33,359.55,139.29,8.72,32.73,24.97,0.69,0.0
20220708:1430,1341.84,276.77,171.51,10.06,45.79,24.23,0.69,0.0
20220708:1530,1815.74,373.04,244.36,15.45,57.59,24.97,0.76,0.0
20220708:1630,1745.94,301.45,293.08,16.45,66.12,25.94,0.9,0.0
20220708:1730,1388.85,223.66,244.13,13.26,67.28,26.32,1.03,0.0
20220708:1830,1690.34,334.99,234.98,14.76,60.2,25.72,1.24,0.0
20220708:1930,1271.5,259.94,166.57,9.97,48.95,25.79,0.9,0.0
20220708:2030,1076.31,222.76,138.6,7.32,36.11,25.04,0.62,0.0
20220708:2130,797.72,149.35,121.03,4.8,22.62,24.73,1.03,0.0
20220708:2230,316.66,81.0,36.6,1.26,8.85,23.98,0.69,0.0
20220708:2330,0.0,0.0,0.0,0.0,-5.01,23.34,0.9,0.0
20220709:0030,0.0,0.0,0.0,0.0,0.0,22.91,0.97,0.0
20220709:0130,0.0,0.0,0.0,0.0,0.0,22.62,0.83,0.0
20220709:0230,0.0,0.0,0.0,0.0,0.0,22.21,0.62,0.0
20220709:0330,0.0,0.0,0.0,0.0,0.0,21.82,0.48,0.0
20220709:0430,0.0,0.0,0.0,0.0,0.0,21.61,0.55,0.0
20220709:0530,0.0,0.0,0.0,0.0,0.0,21.51,0.69,0.0
20220709:0630,0.0,0.0,0.0,0.0,0.0,21.36,0.76,0.0
20220709:0730,0.0,0.0,0.0,0.0,0.0,21.85,0.76,0.0
20220709:0830,0.0,0.0,0.0,0.0,0.0,21.85,0.69,0.0
20220709:0930,0.0,0.0,0.0,0.0,0.0,21.89,0.55,0.0
20220709:1030,0.0,0.0,0.0,0.0,0.0,22.0,0.41,0.0
20220709:1130,30.18,5.69,14.82,0.47,5.3,21.85,0.41,0.0
20220709:1230,308.42,25.74,88.38,2.93,19.12,21.93,0.76,0.0
20220709:1330,988.87,170.99,158.59,6.89,32.72,22.63,0.62,0.0
20220709:1430,1441.52,264.43,217.73,11.1,45.8,23.78,0.76,0.0
20220709:1530,2087.86,467.77,255.19,17.77,57.64,25.07,0.55,0.0
20220709:1630,1936.51,460.35,208.02,18.0,66.21,26.66,0.55,0.0
20220709:1730,1422.84,241.81,244.1,13.72,67.4,28.0,0.62,0.0
20220709:1830,1522.52,294.28,226.25,13.62,60.3,26.81,0.28,0.0
20220709:1930,1846.84,439.79,190.05,13.93,49.03,27.89,1.66,0.0
20220709:2030,1606.99,360.17,185.8,10.39,36.18,27.7,1.52,0.0
20220709:2130,965.2,210.99,115.65,5.16,22.67,26.93,1.52,0.0
20220709:2230,119.77,30.47,23.08,0.8,8.89,24.93,1.17,0.0
20220709:2330,0.0,0.0,0.0,0.0,-4.98,24.54,1.31,0.0
20220710:0030,0.0,0.0,0.0,0.0,0.0,24.06,1.45,0.0
20220710:0130,0.0,0.0,0.0,0.0,0.0,23.6,1.45,0.0
20220710:0230,0.0,0.0,0.0,0.0,0.0,23.33,1.31,0.0
20220710:0330,0.0,0.0,0.0,0.0,0.0,23.07,1.17,0.0
20220710:0430,0.0,0.0,0.0,0.0,0.0,22.75,1.03,0.0
20220710:0530,0.0,0.0,0.0,0.0,0.0,22.48,0.9,0.0
20220710:0630,0.0,0.0,0.0,0.0,0.0,21.8,0.97,0.0
20220710:0730,0.0,0.0,0.0,0.0,0.0,21.55,0.83,0.0
20220710:0830,0.0,0.0,0.0,0.0,0.0,21.34,0.97,0.0
20220710:0930,0.0,0.0,0.0,0.0,0.0,21.24,0.97,0.0
20220710:1030,0.0,0.0,0.0,0.0,0.0,21.23,0.9,0.0
20220710:1130,51.09,17.17,11.46,0.38,5.27,21.27,0.55,0.0
20220710:1230,158.54,16.4,49.55,1.69,19.1,22.01,0.34,0.0
20220710:1330,338.22,31.25,92.98,3.34,32.72,23.66,0.55,0.0
20220710:1430,512.86,17.99,161.48,5.42,45.82,23.34,0.97,0.0
20220710:1530,797.76,87.02,182.62,7.63,57.69,24.15,0.83,0.0
20220710:1630,473.97,30.53,137.39,5.13,66.31,24.9,0.76,0.0
20220710:1730,697.74,52.86,186.35,7.25,67.52,24.88,0.62,0.0
20220710:1830,1012.13,108.86,233.02,9.75,60.41,25.57,0.76,0.0
20220710:1930,1105.64,168.2,204.19,9.39,49.12,25.1,0.48,0.0
20220710:2030,1364.94,272.31,190.29,9.34,36.25,25.49,0.34,0.0
20220710:2130,1008.74,210.13,132.07,5.55,22.73,25.88,0.48,0.0
20220710:2230,565.64,142.84,56.11,1.81,8.93,25.71,0.0,0.0
20220710:2330,0.0,0.0,0.0,0.0,-4.95,24.85,0.14,0.0
20220711:0030,0.0,0.0,0.0,0.0,0.0,24.35,1.03,0.0
20220711:0130,0.0,0.0,0.0,0.0,0.0,23.92,1.03,0.0
20220711:0230,0.0,0.0,0.0,0.0,0.0,23.51,1.1,0.0
20220711:0330,0.0,0.0,0.0,0.0,0.0,23.09,1.03,0.0
20220711:0430,0.0,0.0,0.0,0.0,0.0,22.68,0.97,0.0
20220711:0530,0.0,0.0,0.0,0.0,0.0,22.3,0.76,0.0
20220711:0630,0.0,0.0,0.0,0.0,0.0,22.09,0.76,0.0
20220711:0730,0.0,0.0,0.0,0.0,0.0,22.43,0.62,0.0
20220711:0830,0.0,0.0,0.0,0.0,0.0,22.26,0.62,0.0
20220711:0930,0.0,0.0,0.0,0.0,0.0,22.11,0.9,0.0
20220711:1030,0.0,0.0,0.0,0.0,0.0,22.15,0.76,0.0
20220711:1130,171.83,48.49,21.91,0.67,5.24,22.09,0.83,0.0
20220711:1230,876.68,181.77,112.28,4.44,19.09,22.43,0.41,0.0
20220711:1330,1486.52,361.21,140.41,8.77,32.72,24.41,0.34,0.0
20220711:1430,2001.08,499.08,193.5,14.49,45.85,25.85,0.55,0.0
20220711:1530,2307.5,674.64,145.38,19.56,57.74,27.36,0.41,0.0
20220711:1630,2208.13,605.69,182.34,21.06,66.41,28.7,0.28,0.0
20220711:1730,1805.96,418.23,217.91,17.48,67.66,29.71,0.07,0.0
20220711:1830,1964.92,527.22,171.36,17.48,60.53,30.12,0.14,0.0
20220711:1930,2038.58,524.54,184.11,15.41,49.21,29.41,1.45,0.0
20220711:2030,1674.44,399.54,175.87,10.72,36.31,28.78,1.17,0.0
20220711:2130,1606.3,421.76,130.21,7.35,22.78,27.47,0.69,0.0
20220711:2230,588.59,148.13,58.85,1.88,8.97,26.76,0.34,0.0
20220711:2330,0.0,0.0,0.0,0.0,-4.92,26.2,0.62,0.0
20220712:0030,0.0,0.0,0.0,0.0,0.0,25.46,1.24,0.0
20220712:0130,0.0,0.0,0.0,0.0,0.0,24.86,1.24,0.0
20220712:0230,0.0,0.0,0.0,0.0,0.0,24.39,1.45,0.0
20220712:0330,0.0,0.0,0.0,0.0,0.0,23.86,1.52,0.0
20220712:0430,0.0,0.0,0.0,0.0,0.0,23.57,1.52,0.0
20220712:0530,0.0,0.0,0.0,0.0,0.0,23.28,1.45,0.0
20220712:0630,0.0,0.0,0.0,0.0,0.0,23.01,1.38,0.0
20220712:0730,0.0,0.0,0.0,0.0,0.0,23.12,1.31,0.0
20220712:0830,0.0,0.0,0.0,0.0,0.0,22.94,1.38,0.0
20220712:0930,0.0,0.0,0.0,0.0,0.0,22.65,1.45,0.0
20220712:1030,0.0,0.0,0.0,0.0,0.0,22.5,1.38,0.0
20220712:1130,647.45,182.9,37.72,1.12,5.22,22.22,1.38,0.0
20220712:1230,1353.51,355.18,93.93,5.32,19.08,22.6,0.97,0.0
20220712:1330,1309.62,311.79,124.0,7.74,32.73,24.4,1.17,0.0
20220712:1430,1950.26,518.99,141.29,13.6,45.87,25.35,1.38,0.0
20220712:1530,2188.3,574.43,172.38,17.99,57.8,26.98,2.07,0.0
20220712:1630,2299.03,640.74,159.48,21.38,66.52,28.12,1.45,0.0
20220712:1730,2285.55,628.71,173.08,21.77,67.79,29.1,1.31,0.0
20220712:1830,2474.82,738.02,144.54,21.8,60.64,29.55,1.24,0.0
20220712:1930,1605.6,392.24,160.84,12.33,49.3,30.27,1.1,0.0
20220712:2030,1252.83,299.0,125.53,8.09,36.38,28.04,1.03,0.0
20220712:2130,1039.35,269.55,83.37,4.97,22.83,27.61,0.9,0.0
20220712:2230,646.99,177.46,48.32,1.78,9.01,26.87,0.34,0.0
20220712:2330,0.0,0.0,0.0,0.0,-4.89,26.12,0.55,0.0
20220713:0030,0.0,0.0,0.0,0.0,0.0,25.53,1.03,0.0
20220713:0130,0.0,0.0,0.0,0.0,0.0,24.95,1.1,0.0
20220713:0230,0.0,0.0,0.0,0.0,0.0,24.56,1.24,0.0
20220713:0330,0.0,0.0,0.0,0.0,0.0,24.25,1.03,0.0
20220713:0430,0.0,0.0,0.0,0.0,0.0,24.04,1.17,0.0
20220713:0530,0.0,0.0,0.0,0.0,0.0,23.56,1.52,0.0
20220713:0630,0.0,0.0,0.0,0.0,0.0,22.95,1.52,0.0
20220713:0730,0.0,0.0,0.0,0.0,0.0,22.56,1.03,0.0
20220713:0830,0.0,0.0,0.0,0.0,0.0,22.44,1.03,0.0
20220713:0930,0.0,0.0,0.0,0.0,0.0,22.35,1.17,0.0
20220713:1030,0.0,0.0,0.0,0.0,0.0,22.23,1.24,0.0
20220713:1130,1.0,0.0,6.34,0.2,5.19,22.03,1.03,0.0
20220713:1230,47.36,0.0,27.34,0.87,19.06,21.91,0.9,0.0
20220713:1330,241.86,25.68,67.05,2.47,32.73,22.02,0.62,0.0
20220713:1430,695.58,80.69,154.84,6.26,45.9,22.29,0.48,0.0
20220713:1530,1806.42,385.49,218.03,15.05,57.87,22.61,0.97,0.0
20220713:1630,2027.49,437.52,248.91,18.64,66.63,24.83,1.45,0.0
20220713:1730,1289.33,237.79,194.46,12.22,67.94,26.75,1.31,0.0
20220713:1830,1486.79,285.31,212.65,13.09,60.76,26.03,1.45,0.0
20220713:1930,1510.12,322.8,187.83,11.76,49.39,26.93,1.1,0.0
20220713:2030,1277.35,285.25,145.45,8.4,36.45,26.21,0.76,0.0
20220713:2130,976.24,221.39,109.47,5.13,22.88,25.61,0.34,0.0
20220713:2230,735.47,193.47,58.58,2.01,9.05,25.11,0.76,0.0
20220713:2330,0.0,0.0,0.0,0.0,-4.87,24.41,1.17,0.0
20220714:0030,0.0,0.0,0.0,0.0,0.0,23.89,1.17,0.0
20220714:0130,0.0,0.0,0.0,0.0,0.0,23.47,1.03,0.0
20220714:0230,0.0,0.0,0.0,0.0,0.0,23.07,0.83,0.0
20220714:0330,0.0,0.0,0.0,0.0,0.0,22.7,0.62,0.0
20220714:0430,0.0,0.0,0.0,0.0,0.0,22.51,0.55,0.0
20220714:0530,0.0,0.0,0.0,0.0,0.0,22.05,0.62,0.0
20220714:0630,0.0,0.0,0.0,0.0,0.0,22.27,0.83,0.0
20220714:0730,0.0,0.0,0.0,0.0,0.0,22.84,1.1,0.0
20220714:0830,0.0,0.0,0.0,0.0,0.0,22.62,0.83,0.0
20220714:0930,0.0,0.0,0.0,0.0,0.0,22.42,0.69,0.0
20220714:1030,0.0,0.0,0.0,0.0,0.0,21.49,0.76,0.0
20220714:1130,84.66,24.57,16.28,0.52,5.17,21.51,0.83,0.0
20220714:1230,531.26,119.39,63.79,2.83,19.06,22.08,0.76,0.0
20220714:1330,1409.56,321.63,145.04,8.37,32.74,22.93,1.17,0.0
20220714:1430,1914.26,451.36,195.44,13.72,45.94,24.41,1.24,0.0
20220714:1530,2324.9,568.8,244.84,19.76,57.94,25.88,0.9,0.0
20220714:1630,1993.8,424.52,267.78,18.87,66.76,27.42,0.76,0.0
20220714:1730,1369.06,210.32,256.45,13.37,68.09,28.32,0.9,0.0
20220714:1830,1732.35,383.24,209.33,15.24,60.88,26.54,0.55,0.0
20220714:1930,1908.98,478.88,177.65,14.44,49.48,27.22,0.97,0.0
20220714:2030,1657.35,417.3,150.63,10.41,36.52,27.71,0.83,0.0
20220714:2130,1480.56,370.9,135.45,7.02,22.93,27.46,0.76,0.0
20220714:2230,813.89,216.44,64.61,2.18,9.08,27.18,0.34,0.0
20220714:2330,0.0,0.0,0.0,0.0,-4.85,25.78,0.0,0.0
20220715:0030,0.0,0.0,0.0,0.0,0.0,24.9,0.83,0.0
20220715:0130,0.0,0.0,0.0,0.0,0.0,24.36,1.03,0.0
20220715:0230,0.0,0.0,0.0,0.0,0.0,24.0,1.1,0.0
20220715:0330,0.0,0.0,0.0,0.0,0.0,23.64,1.1,0.0
20220715:0430,0.0,0.0,0.0,0.0,0.0,23.42,1.03,0.0
20220715:0530,0.0,0.0,0.0,0.0,0.0,22.91,0.97,0.0
20220715:0630,0.0,0.0,0.0,0.0,0.0,22.69,0.9,0.0
20220715:0730,0.0,0.0,0.0,0.0,0.0,23.19,0.14,0.0
20220715:0830,0.0,0.0,0.0,0.0,0.0,22.72,0.55,0.0
20220715:0930,0.0,0.0,0.0,0.0,0.0,22.27,0.62,0.0
20220715:1030,0.0,0.0,0.0,0.0,0.0,21.7,0.9,0.0
20220715:1130,554.4,147.97,43.23,1.14,5.15,21.47,0.97,0.0
20220715:1230,1402.32,359.75,108.47,5.62,19.05,22.58,0.55,0.0
20220715:1330,1876.91,465.3,177.85,10.95,32.76,25.34,0.76,0.0
20220715:1430,2209.59,585.07,178.38,15.7,45.97,26.89,1.52,0.0
20220715:1530,2185.61,534.67,218.93,18.36,58.01,27.94,1.86,0.0
20220715:1630,2032.72,512.73,189.21,18.96,66.88,28.94,1.45,0.0
20220715:1730,2173.4,581.58,177.69,20.76,68.24,29.68,1.38,0.0
20220715:1830,2144.84,558.15,194.02,18.9,61.01,30.22,1.38,0.0
20220715:1930,2316.58,671.29,141.65,17.33,49.57,29.24,1.59,0.0
20220715:2030,2157.85,606.99,151.16,13.23,36.59,29.64,1.38,0.0
20220715:2130,1655.15,444.81,125.29,7.52,22.98,29.41,1.38,0.0
20220715:2230,785.55,224.26,48.0,1.96,9.11,27.9,0.34,0.0
20220715:2330,0.0,0.0,0.0,0.0,-4.83,26.82,0.28,0.0
20220716:0030,0.0,0.0,0.0,0.0,0.0,26.23,1.03,0.0
20220716:0130,0.0,0.0,0.0,0.0,0.0,25.81,1.24,0.0
20220716:0230,0.0,0.0,0.0,0.0,0.0,25.22,1.52,0.0
20220716:0330,0.0,0.0,0.0,0.0,0.0,24.9,1.38,0.0
20220716:0430,0.0,0.0,0.0,0.0,0.0,24.5,1.31,0.0
20220716:0530,0.0,0.0,0.0,0.0,0.0,24.16,1.24,0.0
20220716:0630,0.0,0.0,0.0,0.0,0.0,23.92,1.17,0.0
20220716:0730,0.0,0.0,0.0,0.0,0.0,23.68,0.97,0.0
20220716:0830,0.0,0.0,0.0,0.0,0.0,23.4,0.97,0.0
20220716:0930,0.0,0.0,0.0,0.0,0.0,23.15,1.03,0.0
20220716:1030,0.0,0.0,0.0,0.0,0.0,22.92,0.83,0.0
20220716:1130,680.53,192.95,39.13,1.14,5.13,22.53,0.76,0.0
20220716:1230,1485.91,399.88,99.75,5.78,19.05,22.9,0.28,0.0
20220716:1330,1747.4,482.0,114.52,9.81,32.77,24.01,0.07,0.0
20220716:1430,2307.0,674.65,145.3,16.58,46.02,25.59,0.14,0.0
20220716:1530,2445.14,742.05,128.24,20.77,58.09,27.62,0.76,0.0
20220716:1630,2278.66,634.62,170.78,21.66,67.02,28.96,0.9,0.0
20220716:1730,2050.01,501.02,219.47,19.82,68.4,29.75,0.83,0.0
20220716:1830,1962.61,529.13,156.17,17.25,61.14,30.38,1.03,0.0
20220716:1930,1964.08,527.32,157.36,14.9,49.66,29.79,1.1,0.0
20220716:2030,1865.09,502.94,148.38,11.64,36.65,29.57,0.83,0.0
20220716:2130,1514.01,400.38,124.01,7.08,23.03,28.88,0.41,0.0
20220716:2230,614.5,154.12,62.43,1.99,9.15,27.92,0.34,0.0
20220716:2330,0.0,0.0,0.0,0.0,-4.81,26.86,0.14,0.0
20220717:0030,0.0,0.0,0.0,0.0,0.0,26.19,0.97,0.0
20220717:0130,0.0,0.0,0.0,0.0,0.0,25.47,1.1,0.0
20220717:0230,0.0,0.0,0.0,0.0,0.0,25.17,1.17,0.0
20220717:0330,0.0,0.0,0.0,0.0,0.0,24.98,1.03,0.0
20220717:0430,0.0,0.0,0.0,0.0,0.0,24.71,0.83,0.0
20220717:0530,0.0,0.0,0.0,0.0,0.0,24.19,0.62,0.0
20220717:0630,0.0,0.0,0.0,0.0,0.0,23.58,0.69,0.0
20220717:0730,0.0,0.0,0.0,0.0,0.0,23.56,1.03,0.0
20220717:0830,0.0,0.0,0.0,0.0,0.0,23.21,1.17,0.0
20220717:0930,0.0,0.0,0.0,0.0,0.0,22.73,1.24,0.0
20220717:1030,0.0,0.0,0.0,0.0,0.0,22.22,0.9,0.0
20220717:1130,5.24,0.0,8.97,0.28,5.11,22.01,0.62,0.0
20220717:1230,149.3,8.83,54.16,1.78,19.05,22.04,0.34,0.0
20220717:1330,255.99,0.0,98.65,3.13,32.79,23.93,0.34,0.0
20220717:1430,269.62,1.94,100.63,3.23,46.06,23.07,0.55,0.0
20220717:1530,392.05,10.84,130.71,4.39,58.18,23.26,0.34,0.0
20220717:1630,730.46,10.97,239.15,7.86,67.16,23.83,0.48,0.0
20220717:1730,1275.51,127.1,303.09,12.74,68.57,24.35,0.34,0.0
20220717:1830,510.16,21.57,159.06,5.54,61.27,25.72,0.55,0.0
20220717:1930,560.48,28.71,167.9,5.85,49.76,26.22,1.24,0.0
20220717:2030,384.77,17.71,122.0,4.11,36.72,24.5,0.83,0.0
20220717:2130,151.77,7.25,56.92,1.87,23.08,23.57,0.9,0.0
20220717:2230,39.89,5.48,19.03,0.62,9.18,23.2,1.17,0.0
20220717:2330,0.0,0.0,0.0,0.0,-4.8,22.6,1.31,0.0
20220718:0030,0.0,0.0,0.0,0.0,0.0,22.47,0.9,0.0
20220718:0130,0.0,0.0,0.0,0.0,0.0,22.09,0.83,0.0
20220718:0230,0.0,0.0,0.0,0.0,0.0,21.91,0.62,0.0
20220718:0330,0.0,0.0,0.0,0.0,0.0,21.6,0.69,0.0
20220718:0430,0.0,0.0,0.0,0.0,0.0,21.41,1.1,0.0
20220718:0530,0.0,0.0,0.0,0.0,0.0,21.29,1.17,0.0
20220718:0630,0.0,0.0,0.0,0.0,0.0,21.04,1.1,0.0
20220718:0730,0.0,0.0,0.0,0.0,0.0,21.04,1.17,0.0
20220718:0830,0.0,0.0,0.0,0.0,0.0,20.86,1.24,0.0
20220718:0930,0.0,0.0,0.0,0.0,0.0,20.66,1.24,0.0
20220718:1030,0.0,0.0,0.0,0.0,0.0,20.41,1.1,0.0
20220718:1130,802.07,228.27,39.4,1.21,5.09,19.99,0.76,0.0
20220718:1230,1370.18,366.17,88.19,5.3,19.05,20.72,0.21,0.0
20220718:1330,1186.34,275.69,118.84,7.16,32.81,22.46,0.21,0.0
20220718:1430,1908.56,496.06,157.64,13.62,46.11,23.65,0.14,0.0
20220718:1530,1926.5,518.52,147.13,16.18,58.27,25.37,0.07,0.0
20220718:1630,2090.24,578.43,155.17,19.84,67.3,26.87,0.14,0.0
20220718:1730,2048.35,528.69,194.4,19.94,68.74,28.37,0.21,0.0
20220718:1830,588.7,8.81,200.64,6.57,61.4,28.84,0.41,0.0
20220718:1930,1698.04,330.44,246.25,13.53,49.85,24.24,0.41,0.0
