Latitude (decimal degrees):	8.743
Longitude (decimal degrees):	-74.967
Elevation (m):	12
Radiation database:	PVGIS-ERA5


Slope: 44 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	3.9
System losses (%):	16.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180918:1830,1829.56,499.94,138.21,17.59,65.05,31.44,0.9,0.0
20180918:1930,1663.82,326.89,242.78,14.02,50.48,30.06,1.93,0.0
20180918:2030,1510.43,328.29,180.62,10.16,35.73,28.31,2.41,0.0
20180918:2130,606.41,108.96,103.29,4.08,20.92,28.39,1.66,0.0
20180918:2230,312.0,85.99,32.38,0.99,6.09,28.14,0.76,0.0
20180918:2330,0.0,0.0,0.0,0.0,0.0,27.84,0.62,0.0
20180919:0030,0.0,0.0,0.0,0.0,0.0,27.44,1.17,0.0
20180919:0130,0.0,0.0,0.0,0.0,0.0,27.02,1.31,0.0
20180919:0230,0.0,0.0,0.0,0.0,0.0,26.81,1.38,0.0
20180919:0330,0.0,0.0,0.0,0.0,0.0,26.5,1.52,0.0
20180919:0430,0.0,0.0,0.0,0.0,0.0,26.26,1.52,0.0
20180919:0530,0.0,0.0,0.0,0.0,0.0,26.11,1.38,0.0
20180919:0630,0.0,0.0,0.0,0.0,0.0,25.93,1.52,0.0
20180919:0730,0.0,0.0,0.0,0.0,0.0,25.19,1.72,0.0
20180919:0830,0.0,0.0,0.0,0.0,0.0,24.96,1.93,0.0
20180919:0930,0.0,0.0,0.0,0.0,0.0,24.41,1.59,0.0
20180919:1030,0.0,0.0,0.0,0.0,-5.46,25.06,1.24,0.0
20180919:1130,545.04,128.32,62.17,2.03,9.36,24.99,1.31,0.0
20180919:1230,1159.5,242.0,146.52,6.6,24.18,25.3,1.31,0.0
20180919:1330,2100.83,525.64,200.45,14.18,38.97,26.06,1.03,0.0
20180919:1430,1993.11,464.33,227.29,16.89,53.68,27.58,0.83,0.0
20180919:1530,1901.67,390.78,271.27,19.18,68.12,28.46,0.62,0.0
20180919:1630,1634.48,302.65,259.07,18.54,80.81,29.35,0.9,0.0
20180919:1730,1902.02,359.63,300.21,21.18,78.35,29.78,1.24,0.0
20180919:1830,2355.47,597.3,242.13,23.01,64.85,30.65,1.31,0.0
20180919:1930,2187.26,553.67,235.47,18.19,50.31,31.68,0.69,0.0
20180919:2030,1909.06,471.36,201.98,12.63,35.57,31.66,1.17,0.0
20180919:2130,1185.68,262.38,148.14,6.25,20.77,31.37,1.17,0.0
20180919:2230,496.57,121.37,58.45,1.47,5.94,29.88,0.97,0.0
20180919:2330,0.0,0.0,0.0,0.0,0.0,29.35,0.97,0.0
20180920:0030,0.0,0.0,0.0,0.0,0.0,28.92,1.86,0.0
20180920:0130,0.0,0.0,0.0,0.0,0.0,27.83,2.83,0.0
20180920:0230,0.0,0.0,0.0,0.0,0.0,25.76,2.34,0.0
20180920:0330,0.0,0.0,0.0,0.0,0.0,25.48,1.24,0.0
20180920:0430,0.0,0.0,0.0,0.0,0.0,25.7,1.1,0.0
20180920:0530,0.0,0.0,0.0,0.0,0.0,25.56,1.45,0.0
20180920:0630,0.0,0.0,0.0,0.0,0.0,25.42,1.31,0.0
20180920:0730,0.0,0.0,0.0,0.0,0.0,25.12,0.76,0.0
20180920:0830,0.0,0.0,0.0,0.0,0.0,25.09,1.1,0.0
20180920:0930,0.0,0.0,0.0,0.0,0.0,24.89,0.62,0.0
20180920:1030,0.0,0.0,0.0,0.0,-5.43,24.88,0.62,0.0
20180920:1130,55.21,4.2,26.34,0.88,9.39,24.5,1.1,0.0
20180920:1230,743.05,153.61,98.55,4.58,24.21,24.67,0.97,0.0
20180920:1330,1463.58,275.88,217.6,10.88,39.0,25.63,0.97,0.0
20180920:1430,2366.48,584.62,245.86,19.91,53.69,26.68,1.1,0.0
20180920:1530,2287.13,572.13,236.63,23.06,68.07,28.14,0.76,0.0
20180920:1630,2030.3,492.63,221.86,23.68,80.56,29.73,0.55,0.0
20180920:1730,1908.79,348.23,327.35,21.6,78.03,30.65,0.48,0.0
20180920:1830,2096.06,419.28,331.06,20.98,64.64,31.18,0.69,0.0
20180920:1930,1946.98,441.28,242.06,16.13,50.14,31.45,1.38,0.0
20180920:2030,1606.84,371.32,183.6,10.77,35.42,31.39,1.72,0.0
20180920:2130,1319.74,327.04,125.64,6.23,20.62,30.7,1.79,0.0
20180920:2230,803.42,214.65,65.38,1.61,5.79,30.05,1.59,0.0
20180920:2330,0.0,0.0,0.0,0.0,0.0,29.49,1.66,0.0
20180921:0030,0.0,0.0,0.0,0.0,0.0,28.97,1.86,0.0
20180921:0130,0.0,0.0,0.0,0.0,0.0,28.38,2.28,0.0
20180921:0230,0.0,0.0,0.0,0.0,0.0,27.87,2.21,0.0
20180921:0330,0.0,0.0,0.0,0.0,0.0,27.32,1.86,0.0
20180921:0430,0.0,0.0,0.0,0.0,0.0,26.73,1.59,0.0
20180921:0530,0.0,0.0,0.0,0.0,0.0,26.36,1.59,0.0
20180921:0630,0.0,0.0,0.0,0.0,0.0,25.92,1.52,0.0
20180921:0730,0.0,0.0,0.0,0.0,0.0,26.24,1.45,0.0
20180921:0830,0.0,0.0,0.0,0.0,0.0,25.6,2.0,0.0
20180921:0930,0.0,0.0,0.0,0.0,0.0,25.37,1.72,0.0
20180921:1030,0.0,0.0,0.0,0.0,-5.4,25.3,1.45,0.0
20180921:1130,1105.14,281.66,90.24,2.94,9.42,25.2,1.45,0.0
20180921:1230,2017.59,560.02,132.73,9.45,24.24,25.64,1.17,0.0
20180921:1330,2296.37,630.58,176.53,15.31,39.02,26.95,0.97,0.0
20180921:1430,2262.03,626.59,170.13,18.86,53.69,28.43,0.97,0.0
20180921:1530,2158.77,562.56,201.23,21.77,68.01,29.88,0.76,0.0
20180921:1630,1950.37,505.43,179.09,22.72,80.3,30.92,0.69,0.0
20180921:1730,1964.12,545.27,154.15,22.52,77.71,31.92,0.28,0.0
20180921:1830,1994.18,511.21,204.81,19.64,64.43,32.4,0.34,0.0
20180921:1930,2022.29,553.28,176.68,16.59,49.97,33.17,0.48,0.0
20180921:2030,1718.6,444.23,165.86,11.34,35.26,32.84,0.55,0.0
20180921:2130,1591.59,421.18,137.19,7.2,20.47,31.66,0.83,0.0
20180921:2230,945.75,272.01,57.77,1.64,5.64,31.12,1.17,0.0
20180921:2330,0.0,0.0,0.0,0.0,0.0,30.24,1.59,0.0
20180922:0030,0.0,0.0,0.0,0.0,0.0,29.48,1.93,0.0
20180922:0130,0.0,0.0,0.0,0.0,0.0,28.77,2.41,0.0
20180922:0230,0.0,0.0,0.0,0.0,0.0,28.16,2.48,0.0
20180922:0330,0.0,0.0,0.0,0.0,0.0,27.25,1.93,0.0
20180922:0430,0.0,0.0,0.0,0.0,0.0,26.05,1.1,0.0
20180922:0530,0.0,0.0,0.0,0.0,0.0,25.71,1.03,0.0
20180922:0630,0.0,0.0,0.0,0.0,0.0,25.3,1.38,0.0
20180922:0730,0.0,0.0,0.0,0.0,0.0,25.39,0.55,0.0
20180922:0830,0.0,0.0,0.0,0.0,0.0,25.35,1.38,0.0
20180922:0930,0.0,0.0,0.0,0.0,0.0,24.57,1.52,0.0
20180922:1030,0.0,0.0,0.0,0.0,-5.37,24.26,1.45,0.0
20180922:1130,192.85,61.13,16.32,0.78,9.45,24.15,1.31,0.0
20180922:1230,87.9,0.0,42.47,1.41,24.27,24.48,1.86,0.0
20180922:1330,447.41,1.73,157.88,5.26,39.03,25.0,2.0,0.0
20180922:1430,1062.79,80.32,277.02,10.69,53.68,25.91,1.79,0.0
20180922:1530,1546.7,161.22,364.9,16.09,67.95,27.09,1.24,0.0
20180922:1630,1780.47,254.25,358.6,19.96,80.02,28.23,1.1,0.0
20180922:1730,1506.08,159.93,359.44,16.72,77.39,29.15,0.83,0.0
20180922:1830,1581.27,226.95,319.92,15.93,64.21,29.53,0.83,0.0
20180922:1930,755.95,42.51,221.49,8.1,49.79,29.16,0.41,0.0
20180922:2030,744.09,48.38,210.23,7.48,35.1,28.46,0.9,0.0
20180922:2130,334.87,29.67,95.74,3.33,20.31,28.03,1.31,0.0
20180922:2230,28.03,4.39,15.6,0.52,5.49,27.51,1.24,0.0
20180922:2330,0.0,0.0,0.0,0.0,0.0,27.4,1.1,0.0
20180923:0030,0.0,0.0,0.0,0.0,0.0,26.89,0.76,0.0
20180923:0130,0.0,0.0,0.0,0.0,0.0,25.46,0.41,0.0
20180923:0230,0.0,0.0,0.0,0.0,0.0,25.09,0.97,0.0
20180923:0330,0.0,0.0,0.0,0.0,0.0,25.71,0.69,0.0
20180923:0430,0.0,0.0,0.0,0.0,0.0,25.55,0.62,0.0
20180923:0530,0.0,0.0,0.0,0.0,0.0,25.4,0.69,0.0
20180923:0630,0.0,0.0,0.0,0.0,0.0,25.3,0.69,0.0
20180923:0730,0.0,0.0,0.0,0.0,0.0,24.69,0.76,0.0
20180923:0830,0.0,0.0,0.0,0.0,0.0,24.83,0.55,0.0
20180923:0930,0.0,0.0,0.0,0.0,0.0,25.64,0.9,0.0
20180923:1030,0.0,0.0,0.0,0.0,-5.34,25.47,0.9,0.0
20180923:1130,95.4,0.0,45.3,1.5,9.48,25.36,1.1,0.0
20180923:1230,347.0,15.05,113.01,3.85,24.29,25.4,1.1,0.0
20180923:1330,665.2,75.21,154.13,6.18,39.05,25.79,0.69,0.0
20180923:1430,948.99,119.24,202.22,9.08,53.67,26.49,0.9,0.0
20180923:1530,1000.54,100.56,239.12,10.54,67.88,27.18,0.97,0.0
20180923:1630,1349.58,126.56,333.1,15.04,79.74,27.42,0.83,0.0
20180923:1730,1195.81,96.03,314.23,13.31,77.06,28.42,0.55,0.0
20180923:1830,1653.23,261.68,312.93,16.52,63.99,28.7,0.34,0.0
20180923:1930,1521.25,230.54,301.04,13.83,49.61,30.01,0.28,0.0
20180923:2030,1599.41,349.88,208.29,11.02,34.94,30.06,0.48,0.0
20180923:2130,1247.21,280.91,150.1,6.32,20.16,30.21,0.83,0.0
20180923:2230,205.82,50.32,33.63,0.99,5.34,29.22,1.1,0.0
20180923:2330,0.0,0.0,0.0,0.0,0.0,28.27,2.0,0.0
20180924:0030,0.0,0.0,0.0,0.0,0.0,27.55,1.72,0.0
20180924:0130,0.0,0.0,0.0,0.0,0.0,27.04,1.66,0.0
20180924:0230,0.0,0.0,0.0,0.0,0.0,26.02,1.79,0.0
20180924:0330,0.0,0.0,0.0,0.0,0.0,25.12,1.45,0.0
20180924:0430,0.0,0.0,0.0,0.0,0.0,25.21,1.38,0.0
20180924:0530,0.0,0.0,0.0,0.0,0.0,25.02,0.97,0.0
20180924:0630,0.0,0.0,0.0,0.0,0.0,25.1,1.03,0.0
20180924:0730,0.0,0.0,0.0,0.0,0.0,25.64,1.1,0.0
20180924:0830,0.0,0.0,0.0,0.0,0.0,25.44,1.24,0.0
20180924:0930,0.0,0.0,0.0,0.0,0.0,24.58,1.45,0.0
20180924:1030,0.0,0.0,0.0,0.0,-5.31,24.38,1.17,0.0
20180924:1130,47.78,3.17,24.52,0.82,9.51,24.46,1.45,0.0
20180924:1230,341.76,39.57,85.96,3.19,24.32,24.56,1.1,0.0
20180924:1330,502.93,10.96,167.18,5.69,39.06,25.12,0.34,0.0
20180924:1430,1068.38,75.49,286.69,10.9,53.66,25.7,0.62,0.0
20180924:1530,2027.45,357.09,346.07,20.46,67.8,27.4,1.03,0.0
20180924:1630,1086.35,152.19,218.83,12.15,79.46,29.22,0.76,0.0
20180924:1730,1298.95,151.89,296.48,14.4,76.72,28.92,0.14,0.0
20180924:1830,634.21,13.62,210.76,7.32,63.77,29.33,0.48,0.0
20180924:1930,509.43,18.98,164.32,5.8,49.43,29.09,0.28,0.0
20180924:2030,480.9,4.39,169.8,5.68,34.77,28.87,0.28,0.0
20180924:2130,478.59,55.05,117.51,4.12,20.01,28.87,0.83,0.0
20180924:2230,88.24,20.57,22.74,0.73,5.2,28.67,0.9,0.0
20180924:2330,0.0,0.0,0.0,0.0,0.0,28.17,1.03,0.0
20180925:0030,0.0,0.0,0.0,0.0,0.0,27.83,0.48,0.0
20180925:0130,0.0,0.0,0.0,0.0,0.0,27.48,0.62,0.0
20180925:0230,0.0,0.0,0.0,0.0,0.0,26.84,0.83,0.0
20180925:0330,0.0,0.0,0.0,0.0,0.0,26.62,1.03,0.0
20180925:0430,0.0,0.0,0.0,0.0,0.0,26.48,1.17,0.0
20180925:0530,0.0,0.0,0.0,0.0,0.0,26.09,1.1,0.0
20180925:0630,0.0,0.0,0.0,0.0,0.0,25.64,0.97,0.0
20180925:0730,0.0,0.0,0.0,0.0,0.0,24.75,0.76,0.0
20180925:0830,0.0,0.0,0.0,0.0,0.0,24.42,0.97,0.0
20180925:0930,0.0,0.0,0.0,0.0,0.0,24.35,1.03,0.0
20180925:1030,0.0,0.0,0.0,0.0,-5.28,24.28,1.03,0.0
20180925:1130,1079.12,274.2,88.11,2.91,9.54,24.28,1.17,0.0
20180925:1230,1583.81,394.09,144.6,8.0,24.34,25.97,0.76,0.0
20180925:1330,1837.8,392.9,237.21,13.09,39.07,26.19,0.9,0.0
20180925:1430,1896.24,345.22,312.59,16.83,53.64,27.68,0.83,0.0
20180925:1530,1777.47,290.3,329.56,18.24,67.72,28.56,0.41,0.0
20180925:1630,1903.48,347.59,321.5,21.63,79.16,29.3,0.41,0.0
20180925:1730,1482.4,247.57,269.38,16.41,76.39,30.77,0.21,0.0
20180925:1830,1896.09,492.85,173.93,18.1,63.55,30.03,0.34,0.0
20180925:1930,1938.32,461.74,227.24,15.96,49.25,31.71,0.69,0.0
20180925:2030,1167.9,212.68,188.3,8.7,34.61,31.29,1.86,0.0
20180925:2130,439.36,66.64,92.28,3.43,19.85,28.24,1.24,0.0
20180925:2230,79.81,18.97,21.29,0.68,5.05,28.74,0.69,0.0
20180925:2330,0.0,0.0,0.0,0.0,0.0,27.41,1.38,0.0
20180926:0030,0.0,0.0,0.0,0.0,0.0,27.13,0.97,0.0
20180926:0130,0.0,0.0,0.0,0.0,0.0,26.37,0.69,0.0
20180926:0230,0.0,0.0,0.0,0.0,0.0,26.29,1.17,0.0
20180926:0330,0.0,0.0,0.0,0.0,0.0,26.5,1.52,0.0
20180926:0430,0.0,0.0,0.0,0.0,0.0,26.04,1.38,0.0
20180926:0530,0.0,0.0,0.0,0.0,0.0,25.82,1.45,0.0
20180926:0630,0.0,0.0,0.0,0.0,0.0,25.58,1.72,0.0
20180926:0730,0.0,0.0,0.0,0.0,0.0,25.28,1.45,0.0
20180926:0830,0.0,0.0,0.0,0.0,0.0,25.18,1.59,0.0
20180926:0930,0.0,0.0,0.0,0.0,0.0,25.03,1.72,0.0
20180926:1030,0.0,0.0,0.0,0.0,-5.25,24.51,2.07,0.0
20180926:1130,30.49,0.0,20.78,0.69,9.57,24.17,2.34,0.0
20180926:1230,240.2,0.23,93.02,3.09,24.36,24.32,2.28,0.0
20180926:1330,860.24,99.2,189.53,7.61,39.07,24.73,2.14,0.0
20180926:1430,1515.36,209.03,296.03,13.71,53.62,25.62,2.34,0.0
20180926:1530,1503.35,172.05,335.16,15.4,67.63,27.05,1.79,0.0
20180926:1630,1669.78,230.94,339.14,18.43,78.86,28.16,1.38,0.0
20180926:1730,1477.51,215.41,291.86,16.1,76.05,29.37,0.9,0.0
20180926:1830,1336.64,140.48,323.16,13.92,63.32,30.24,0.55,0.0
20180926:1930,1845.3,398.42,246.84,15.25,49.06,29.47,0.69,0.0
20180926:2030,1849.77,450.89,199.4,12.05,34.45,30.06,0.69,0.0
20180926:2130,1329.06,332.06,123.71,6.05,19.7,29.97,1.45,0.0
20180926:2230,337.68,89.97,37.35,1.04,4.9,29.4,1.66,0.0
20180926:2330,0.0,0.0,0.0,0.0,0.0,28.75,1.38,0.0
20180927:0030,0.0,0.0,0.0,0.0,0.0,27.64,1.17,0.0
20180927:0130,0.0,0.0,0.0,0.0,0.0,26.31,1.24,0.0
20180927:0230,0.0,0.0,0.0,0.0,0.0,25.12,0.28,0.0
20180927:0330,0.0,0.0,0.0,0.0,0.0,25.2,0.62,0.0
20180927:0430,0.0,0.0,0.0,0.0,0.0,25.07,1.45,0.0
20180927:0530,0.0,0.0,0.0,0.0,0.0,24.72,0.97,0.0
20180927:0630,0.0,0.0,0.0,0.0,0.0,24.64,0.83,0.0
20180927:0730,0.0,0.0,0.0,0.0,0.0,24.44,1.38,0.0
20180927:0830,0.0,0.0,0.0,0.0,0.0,24.35,1.72,0.0
20180927:0930,0.0,0.0,0.0,0.0,0.0,24.22,1.86,0.0
20180927:1030,0.0,0.0,0.0,0.0,-5.22,24.02,1.66,0.0
20180927:1130,124.16,35.15,19.58,0.77,9.59,23.92,0.97,0.0
20180927:1230,190.88,23.25,53.73,2.02,24.38,24.09,0.41,0.0
20180927:1330,241.01,3.94,89.89,3.04,39.08,24.56,0.34,0.0
20180927:1430,608.99,35.33,176.11,6.55,53.59,24.59,0.0,0.0
20180927:1530,797.22,59.07,221.2,8.87,67.53,30.9,0.0,0.0
20180927:1630,1221.18,154.17,262.07,13.53,78.55,27.53,0.34,0.0
20180927:1730,1081.54,52.37,315.5,12.0,75.71,26.41,0.69,0.0
20180927:1830,1408.18,161.76,317.57,14.22,63.09,26.94,0.76,0.0
20180927:1930,1186.07,127.24,281.34,11.42,48.88,28.2,0.14,0.0
20180927:2030,598.41,44.46,166.3,6.02,34.28,28.18,0.76,0.0
20180927:2130,432.66,50.97,105.38,3.72,19.55,27.16,1.03,0.0
20180927:2230,60.75,15.04,17.82,0.58,4.75,26.34,0.69,0.0
20180927:2330,0.0,0.0,0.0,0.0,0.0,26.07,0.0,0.0
20180928:0030,0.0,0.0,0.0,0.0,0.0,26.09,0.21,0.0
20180928:0130,0.0,0.0,0.0,0.0,0.0,25.54,0.55,0.0
20180928:0230,0.0,0.0,0.0,0.0,0.0,25.43,0.9,0.0
20180928:0330,0.0,0.0,0.0,0.0,0.0,25.1,0.83,0.0
20180928:0430,0.0,0.0,0.0,0.0,0.0,25.79,0.14,0.0
20180928:0530,0.0,0.0,0.0,0.0,0.0,25.69,0.14,0.0
20180928:0630,0.0,0.0,0.0,0.0,0.0,24.58,0.83,0.0
20180928:0730,0.0,0.0,0.0,0.0,0.0,24.64,1.31,0.0
20180928:0830,0.0,0.0,0.0,0.0,0.0,24.63,1.31,0.0
20180928:0930,0.0,0.0,0.0,0.0,0.0,24.38,1.45,0.0
20180928:1030,0.0,0.0,0.0,0.0,-5.2,24.68,1.24,0.0
20180928:1130,573.69,124.81,74.6,2.33,9.62,24.4,1.03,0.0
20180928:1230,1298.95,307.39,129.99,6.84,24.39,25.11,0.62,0.0
20180928:1330,2083.7,509.79,218.44,14.39,39.07,26.1,0.48,0.0
20180928:1430,2396.82,644.49,221.49,20.53,53.55,27.46,0.21,0.0
20180928:1530,2286.86,583.22,239.08,23.26,67.42,28.48,0.21,0.0
20180928:1630,1745.74,322.39,285.55,19.53,78.23,29.04,0.34,0.0
20180928:1730,383.65,34.53,106.68,4.6,75.37,28.7,0.34,0.0
20180928:1830,1876.95,392.95,252.44,17.72,62.86,26.64,0.69,0.0
20180928:1930,1717.79,307.51,290.61,14.76,48.69,29.73,0.83,0.0
20180928:2030,913.37,172.99,140.34,6.81,34.12,29.55,1.24,0.0
20180928:2130,467.81,79.36,88.56,3.38,19.4,28.05,1.1,0.0
20180928:2230,338.3,91.97,34.87,0.97,4.61,27.86,1.03,0.0
20180928:2330,0.0,0.0,0.0,0.0,0.0,27.46,1.66,0.0
20180929:0030,0.0,0.0,0.0,0.0,0.0,27.06,1.66,0.0
20180929:0130,0.0,0.0,0.0,0.0,0.0,26.66,1.66,0.0
20180929:0230,0.0,0.0,0.0,0.0,0.0,26.42,1.31,0.0
20180929:0330,0.0,0.0,0.0,0.0,0.0,26.08,0.9,0.0
20180929:0430,0.0,0.0,0.0,0.0,0.0,25.71,0.83,0.0
20180929:0530,0.0,0.0,0.0,0.0,0.0,25.68,0.83,0.0
20180929:0630,0.0,0.0,0.0,0.0,0.0,25.34,0.9,0.0
20180929:0730,0.0,0.0,0.0,0.0,0.0,25.87,0.62,0.0
20180929:0830,0.0,0.0,0.0,0.0,0.0,25.32,0.69,0.0
20180929:0930,0.0,0.0,0.0,0.0,0.0,25.05,1.03,0.0
20180929:1030,0.0,0.0,0.0,0.0,-5.17,24.64,1.1,0.0
