Latitude (decimal degrees):	10.126
Longitude (decimal degrees):	-74.499
Elevation (m):	125
Radiation database:	PVGIS-ERA5


Slope: 45 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	3.9
System losses (%):	16.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230809:0930,0.0,0.0,0.0,0.0,0.0,26.06,0.9,0.0
20230809:1030,0.0,0.0,0.0,0.0,-5.13,25.58,1.52,0.0
20230809:1130,893.24,216.18,86.35,2.67,9.07,25.79,1.86,0.0
20230809:1230,1799.14,462.15,148.33,8.71,23.41,27.08,2.0,0.0
20230809:1330,2317.24,645.26,161.27,15.28,37.82,29.11,2.21,0.0
20230809:1430,2275.39,602.52,195.07,19.17,52.23,30.87,2.07,0.0
20230809:1530,2306.23,605.6,208.81,23.5,66.53,32.22,2.0,0.0
20230809:1630,2155.88,590.51,169.51,26.13,80.01,33.51,1.79,0.0
20230809:1730,2213.87,647.23,140.37,27.72,81.33,34.62,1.72,0.0
20230809:1830,2017.86,548.49,164.36,21.04,68.15,35.24,2.0,0.0
20230809:1930,1895.36,431.26,235.35,16.95,53.89,34.0,1.93,0.0
20230809:2030,1509.66,341.3,178.79,11.18,39.48,32.87,2.34,0.0
20230809:2130,414.68,72.45,78.6,3.39,25.06,29.36,1.72,0.0
20230809:2230,180.18,42.66,31.93,1.21,10.71,27.72,0.55,0.0
20230809:2330,0.0,0.0,0.0,0.0,-3.51,27.85,1.24,0.0
20230810:0030,0.0,0.0,0.0,0.0,0.0,26.72,0.69,0.0
20230810:0130,0.0,0.0,0.0,0.0,0.0,25.76,0.97,0.0
20230810:0230,0.0,0.0,0.0,0.0,0.0,25.43,0.41,0.0
20230810:0330,0.0,0.0,0.0,0.0,0.0,25.29,1.24,0.0
20230810:0430,0.0,0.0,0.0,0.0,0.0,25.05,1.45,0.0
20230810:0530,0.0,0.0,0.0,0.0,0.0,25.02,0.69,0.0
20230810:0630,0.0,0.0,0.0,0.0,0.0,24.89,1.31,0.0
20230810:0730,0.0,0.0,0.0,0.0,0.0,24.68,1.79,0.0
20230810:0830,0.0,0.0,0.0,0.0,0.0,24.58,1.79,0.0
20230810:0930,0.0,0.0,0.0,0.0,0.0,24.54,1.93,0.0
20230810:1030,0.0,0.0,0.0,0.0,-5.16,24.48,1.93,0.0
20230810:1130,308.81,50.35,64.88,2.07,9.06,24.36,1.59,0.0
20230810:1230,1100.75,205.01,162.8,6.76,23.42,25.03,1.72,0.0
20230810:1330,1496.96,248.53,257.09,11.75,37.85,26.29,1.31,0.0
20230810:1430,1751.9,285.08,313.01,15.95,52.29,27.86,1.59,0.0
20230810:1530,1849.27,309.5,329.81,19.16,66.62,29.62,1.45,0.0
20230810:1630,1901.28,354.19,309.71,22.47,80.2,30.91,1.17,0.0
20230810:1730,1955.11,363.88,332.84,23.85,81.49,32.14,0.62,0.0
20230810:1830,1522.29,185.89,348.81,16.75,68.18,32.55,0.76,0.0
20230810:1930,1477.01,214.26,300.92,14.41,53.87,31.17,0.62,0.0
20230810:2030,710.79,52.48,195.51,7.41,39.44,29.86,1.59,0.0
20230810:2130,291.52,19.0,92.53,3.34,25.01,28.91,2.07,0.0
20230810:2230,205.4,28.16,55.13,1.88,10.64,28.57,2.0,0.0
20230810:2330,0.0,0.0,0.0,0.0,-3.6,28.1,2.21,0.0
20230811:0030,0.0,0.0,0.0,0.0,0.0,27.51,2.14,0.0
20230811:0130,0.0,0.0,0.0,0.0,0.0,27.19,1.86,0.0
20230811:0230,0.0,0.0,0.0,0.0,0.0,26.83,1.79,0.0
20230811:0330,0.0,0.0,0.0,0.0,0.0,26.64,1.52,0.0
20230811:0430,0.0,0.0,0.0,0.0,0.0,26.36,1.45,0.0
20230811:0530,0.0,0.0,0.0,0.0,0.0,26.13,1.38,0.0
20230811:0630,0.0,0.0,0.0,0.0,0.0,25.93,1.38,0.0
20230811:0730,0.0,0.0,0.0,0.0,0.0,25.81,1.31,0.0
20230811:0830,0.0,0.0,0.0,0.0,0.0,25.64,0.76,0.0
20230811:0930,0.0,0.0,0.0,0.0,0.0,25.59,0.69,0.0
20230811:1030,0.0,0.0,0.0,0.0,-5.18,25.87,0.48,0.0
20230811:1130,963.5,240.8,85.0,2.71,9.06,24.92,0.97,0.0
20230811:1230,1780.93,454.14,150.45,8.68,23.44,26.51,1.66,0.0
20230811:1330,2223.91,593.68,174.91,14.77,37.88,28.03,2.0,0.0
20230811:1430,2375.8,691.0,142.0,19.77,52.34,29.54,1.79,0.0
20230811:1530,2475.43,743.13,138.16,25.41,66.71,30.87,1.52,0.0
20230811:1630,2157.46,576.02,185.89,26.28,80.39,32.21,1.31,0.0
20230811:1730,2002.54,513.11,200.43,24.93,81.64,33.07,0.69,0.0
20230811:1830,2188.69,596.16,201.48,23.51,68.2,33.59,0.48,0.0
20230811:1930,2150.3,526.96,256.88,19.59,53.86,34.22,0.76,0.0
20230811:2030,1609.07,351.13,223.68,12.52,39.4,33.61,0.21,0.0
20230811:2130,696.5,123.58,121.32,5.14,24.95,31.68,1.45,0.0
20230811:2230,278.24,56.0,52.14,1.82,10.56,30.96,2.41,0.0
20230811:2330,0.0,0.0,0.0,0.0,-3.7,29.9,3.03,0.0
20230812:0030,0.0,0.0,0.0,0.0,0.0,28.9,2.62,0.0
20230812:0130,0.0,0.0,0.0,0.0,0.0,28.24,2.34,0.0
20230812:0230,0.0,0.0,0.0,0.0,0.0,27.86,1.86,0.0
20230812:0330,0.0,0.0,0.0,0.0,0.0,27.45,1.72,0.0
20230812:0430,0.0,0.0,0.0,0.0,0.0,27.05,1.38,0.0
20230812:0530,0.0,0.0,0.0,0.0,0.0,26.66,1.38,0.0
20230812:0630,0.0,0.0,0.0,0.0,0.0,26.45,1.66,0.0
20230812:0730,0.0,0.0,0.0,0.0,0.0,26.13,1.52,0.0
20230812:0830,0.0,0.0,0.0,0.0,0.0,25.91,1.52,0.0
20230812:0930,0.0,0.0,0.0,0.0,0.0,25.77,1.38,0.0
20230812:1030,0.0,0.0,0.0,0.0,-5.21,25.3,0.97,0.0
20230812:1130,775.39,196.13,69.06,2.32,9.06,25.26,0.69,0.0
20230812:1230,1859.78,488.71,148.93,9.0,23.45,26.19,1.03,0.0
20230812:1330,2344.19,648.58,171.46,15.59,37.92,27.63,1.52,0.0
20230812:1430,2433.82,683.39,171.69,20.37,52.4,29.33,1.86,0.0
20230812:1530,2202.51,580.06,186.55,22.22,66.8,30.98,2.07,0.0
20230812:1630,1918.76,477.62,188.38,22.95,80.58,32.19,1.66,0.0
20230812:1730,1957.26,483.78,214.32,24.37,81.78,32.82,0.48,0.0
20230812:1830,2089.66,604.93,146.29,22.15,68.22,33.68,0.69,0.0
20230812:1930,2345.0,642.07,203.66,20.69,53.84,33.89,1.66,0.0
20230812:2030,1798.34,443.0,180.97,12.84,39.36,33.08,2.48,0.0
20230812:2130,1584.89,391.44,152.71,8.45,24.89,31.79,2.69,0.0
20230812:2230,941.02,252.86,71.84,2.84,10.48,31.78,3.03,0.0
20230812:2330,0.0,0.0,0.0,0.0,-3.8,30.66,2.83,0.0
20230813:0030,0.0,0.0,0.0,0.0,0.0,29.54,2.28,0.0
20230813:0130,0.0,0.0,0.0,0.0,0.0,28.77,1.93,0.0
20230813:0230,0.0,0.0,0.0,0.0,0.0,28.14,1.86,0.0
20230813:0330,0.0,0.0,0.0,0.0,0.0,27.58,1.79,0.0
20230813:0430,0.0,0.0,0.0,0.0,0.0,27.1,1.45,0.0
20230813:0530,0.0,0.0,0.0,0.0,0.0,26.61,1.1,0.0
20230813:0630,0.0,0.0,0.0,0.0,0.0,26.15,1.17,0.0
20230813:0730,0.0,0.0,0.0,0.0,0.0,25.96,1.24,0.0
20230813:0830,0.0,0.0,0.0,0.0,0.0,25.79,1.1,0.0
20230813:0930,0.0,0.0,0.0,0.0,0.0,25.62,1.03,0.0
20230813:1030,0.0,0.0,0.0,0.0,-5.23,25.11,1.24,0.0
20230813:1130,1166.01,316.71,75.14,2.81,9.06,24.92,1.24,0.0
20230813:1230,1972.01,565.03,116.8,9.2,23.47,26.8,0.97,0.0
20230813:1330,2306.54,661.43,147.88,15.28,37.95,29.13,1.66,0.0
20230813:1430,2517.98,744.44,145.76,21.09,52.46,30.59,2.14,0.0
20230813:1530,2411.72,710.58,139.7,24.59,66.89,31.86,2.14,0.0
20230813:1630,2230.88,669.84,114.03,27.47,80.77,32.91,1.86,0.0
20230813:1730,2102.14,563.84,183.0,26.3,81.92,33.85,1.31,0.0
20230813:1830,2050.97,578.16,158.65,21.75,68.23,34.39,0.83,0.0
20230813:1930,1686.3,374.7,220.86,15.31,53.81,33.13,0.69,0.0
20230813:2030,938.36,135.71,190.81,8.41,39.31,31.86,0.9,0.0
20230813:2130,309.42,22.47,95.0,3.45,24.82,28.49,0.62,0.0
20230813:2230,41.39,4.1,21.39,0.75,10.4,27.71,0.41,0.0
20230813:2330,0.0,0.0,0.0,0.0,-3.9,27.45,1.1,0.0
20230814:0030,0.0,0.0,0.0,0.0,0.0,27.16,1.59,0.0
20230814:0130,0.0,0.0,0.0,0.0,0.0,26.81,1.52,0.0
20230814:0230,0.0,0.0,0.0,0.0,0.0,26.51,1.38,0.0
20230814:0330,0.0,0.0,0.0,0.0,0.0,26.17,0.9,0.0
20230814:0430,0.0,0.0,0.0,0.0,0.0,25.75,0.97,0.0
20230814:0530,0.0,0.0,0.0,0.0,0.0,25.54,1.17,0.0
20230814:0630,0.0,0.0,0.0,0.0,0.0,25.42,1.38,0.0
20230814:0730,0.0,0.0,0.0,0.0,0.0,25.12,2.34,0.0
20230814:0830,0.0,0.0,0.0,0.0,0.0,24.86,1.52,0.0
20230814:0930,0.0,0.0,0.0,0.0,0.0,24.67,0.69,0.0
20230814:1030,0.0,0.0,0.0,0.0,-5.25,24.77,0.83,0.0
20230814:1130,211.67,36.24,47.86,1.6,9.06,24.66,1.1,0.0
20230814:1230,724.88,103.97,143.14,5.51,23.49,25.17,1.45,0.0
20230814:1330,1332.64,222.68,225.22,10.52,37.99,26.05,1.31,0.0
20230814:1430,1643.22,254.4,307.13,15.22,52.51,27.55,1.1,0.0
20230814:1530,1848.27,368.01,274.69,19.07,66.98,29.24,0.76,0.0
20230814:1630,1971.39,474.71,219.67,23.96,80.95,30.42,0.48,0.0
20230814:1730,1959.34,485.32,205.38,24.22,82.05,31.59,0.69,0.0
20230814:1830,2002.27,433.19,273.72,21.08,68.24,32.23,1.24,0.0
20230814:1930,1964.08,450.84,239.25,17.46,53.78,32.19,1.52,0.0
20230814:2030,1466.93,286.87,215.25,11.32,39.26,31.8,2.62,0.0
20230814:2130,1097.44,241.64,132.86,6.5,24.75,30.85,2.55,0.0
20230814:2230,542.89,128.57,64.68,2.26,10.31,30.1,2.69,0.0
20230814:2330,0.0,0.0,0.0,0.0,-4.01,29.31,2.41,0.0
20230815:0030,0.0,0.0,0.0,0.0,0.0,28.68,2.07,0.0
20230815:0130,0.0,0.0,0.0,0.0,0.0,28.06,2.21,0.0
20230815:0230,0.0,0.0,0.0,0.0,0.0,27.69,1.86,0.0
20230815:0330,0.0,0.0,0.0,0.0,0.0,27.33,1.59,0.0
20230815:0430,0.0,0.0,0.0,0.0,0.0,26.92,1.38,0.0
20230815:0530,0.0,0.0,0.0,0.0,0.0,26.45,1.1,0.0
20230815:0630,0.0,0.0,0.0,0.0,0.0,26.15,1.24,0.0
20230815:0730,0.0,0.0,0.0,0.0,0.0,26.15,1.52,0.0
20230815:0830,0.0,0.0,0.0,0.0,0.0,25.91,2.07,0.0
20230815:0930,0.0,0.0,0.0,0.0,0.0,25.5,1.52,0.0
20230815:1030,0.0,0.0,0.0,0.0,-5.26,25.27,1.03,0.0
20230815:1130,259.68,52.17,47.65,1.6,9.06,25.23,1.24,0.0
20230815:1230,1115.5,235.68,137.43,6.38,23.51,25.6,1.72,0.0
20230815:1330,1508.97,321.92,186.0,10.85,38.03,26.83,1.59,0.0
20230815:1430,2175.52,501.78,253.09,18.66,52.57,28.18,1.59,0.0
20230815:1530,2102.22,519.05,211.62,21.33,67.07,29.66,1.45,0.0
20230815:1630,1931.89,433.72,243.88,23.34,81.13,30.81,0.76,0.0
20230815:1730,1775.08,386.26,236.97,21.71,82.17,31.75,0.55,0.0
20230815:1830,2223.3,581.2,202.81,23.13,68.24,32.05,1.72,0.0
20230815:1930,2068.95,543.2,188.96,18.08,53.74,32.55,1.38,0.0
20230815:2030,1661.51,418.38,153.59,11.71,39.2,31.52,1.93,0.0
20230815:2130,1387.27,348.63,124.05,7.34,24.68,30.4,2.21,0.0
20230815:2230,437.9,110.8,48.08,1.82,10.22,29.72,3.03,0.0
20230815:2330,0.0,0.0,0.0,0.0,-4.11,28.77,2.41,0.0
20230816:0030,0.0,0.0,0.0,0.0,0.0,28.05,1.66,0.0
20230816:0130,0.0,0.0,0.0,0.0,0.0,27.51,1.52,0.0
20230816:0230,0.0,0.0,0.0,0.0,0.0,27.11,1.59,0.0
20230816:0330,0.0,0.0,0.0,0.0,0.0,26.63,1.38,0.0
20230816:0430,0.0,0.0,0.0,0.0,0.0,26.27,1.38,0.0
20230816:0530,0.0,0.0,0.0,0.0,0.0,25.73,0.97,0.0
20230816:0630,0.0,0.0,0.0,0.0,0.0,25.61,0.97,0.0
20230816:0730,0.0,0.0,0.0,0.0,0.0,25.87,1.72,0.0
20230816:0830,0.0,0.0,0.0,0.0,0.0,25.6,2.0,0.0
20230816:0930,0.0,0.0,0.0,0.0,0.0,25.44,1.86,0.0
20230816:1030,0.0,0.0,0.0,0.0,-5.28,25.24,1.45,0.0
20230816:1130,359.44,80.14,51.41,1.72,9.06,25.07,1.52,0.0
20230816:1230,999.31,200.78,134.62,6.02,23.53,25.42,1.45,0.0
20230816:1330,1319.01,262.83,179.2,9.79,38.06,26.6,1.66,0.0
20230816:1430,1678.06,328.27,242.4,14.78,52.63,27.56,1.31,0.0
20230816:1530,1620.46,268.77,288.83,16.9,67.16,28.76,0.76,0.0
20230816:1630,1885.42,395.35,263.72,22.68,81.31,29.73,0.55,0.0
20230816:1730,1724.26,358.11,243.96,20.96,82.28,30.86,0.48,0.0
20230816:1830,1989.1,437.11,267.17,20.98,68.23,31.34,0.76,0.0
20230816:1930,1414.8,289.52,203.32,12.97,53.71,31.88,0.48,0.0
20230816:2030,1296.49,255.29,189.83,10.12,39.14,30.76,1.31,0.0
20230816:2130,866.25,176.71,121.07,5.57,24.6,30.44,2.28,0.0
20230816:2230,370.68,81.14,56.44,1.94,10.13,29.7,2.41,0.0
20230816:2330,0.0,0.0,0.0,0.0,-4.22,28.95,2.41,0.0
20230817:0030,0.0,0.0,0.0,0.0,0.0,28.28,2.28,0.0
20230817:0130,0.0,0.0,0.0,0.0,0.0,27.64,2.14,0.0
20230817:0230,0.0,0.0,0.0,0.0,0.0,27.27,1.72,0.0
20230817:0330,0.0,0.0,0.0,0.0,0.0,26.85,1.59,0.0
20230817:0430,0.0,0.0,0.0,0.0,0.0,26.45,1.52,0.0
20230817:0530,0.0,0.0,0.0,0.0,0.0,26.1,1.31,0.0
20230817:0630,0.0,0.0,0.0,0.0,0.0,25.72,1.24,0.0
20230817:0730,0.0,0.0,0.0,0.0,0.0,26.11,0.69,0.0
20230817:0830,0.0,0.0,0.0,0.0,0.0,26.2,0.55,0.0
20230817:0930,0.0,0.0,0.0,0.0,0.0,25.26,1.1,0.0
20230817:1030,0.0,0.0,0.0,0.0,-5.29,25.18,1.31,0.0
20230817:1130,922.84,235.93,75.84,2.55,9.07,25.13,1.38,0.0
20230817:1230,1840.72,479.97,147.65,8.92,23.55,26.45,1.45,0.0
20230817:1330,2292.33,628.27,170.01,15.28,38.1,28.22,1.79,0.0
20230817:1430,2457.72,686.91,185.69,20.9,52.69,29.66,1.52,0.0
20230817:1530,2077.38,494.2,238.06,21.46,67.25,31.09,1.1,0.0
20230817:1630,1838.14,417.59,224.59,22.25,81.48,31.75,0.97,0.0
20230817:1730,1734.19,342.18,257.77,20.87,82.37,31.98,1.59,0.0
20230817:1830,1761.38,311.28,298.7,18.5,68.21,32.27,2.07,0.0
20230817:1930,1795.79,312.24,315.71,16.77,53.66,31.94,1.52,0.0
20230817:2030,1426.96,230.21,261.53,11.8,39.08,32.21,2.28,0.0
20230817:2130,578.08,58.45,147.13,5.39,24.52,31.34,2.76,0.0
20230817:2230,160.97,24.45,44.13,1.52,10.03,29.49,3.66,0.0
20230817:2330,0.0,0.0,0.0,0.0,-4.34,28.17,3.45,0.0
20230818:0030,0.0,0.0,0.0,0.0,0.0,27.22,3.24,0.0
20230818:0130,0.0,0.0,0.0,0.0,0.0,26.64,2.62,0.0
20230818:0230,0.0,0.0,0.0,0.0,0.0,26.4,1.86,0.0
20230818:0330,0.0,0.0,0.0,0.0,0.0,26.16,1.24,0.0
20230818:0430,0.0,0.0,0.0,0.0,0.0,25.89,1.24,0.0
20230818:0530,0.0,0.0,0.0,0.0,0.0,25.63,1.31,0.0
20230818:0630,0.0,0.0,0.0,0.0,0.0,25.5,1.38,0.0
20230818:0730,0.0,0.0,0.0,0.0,0.0,25.79,1.45,0.0
20230818:0830,0.0,0.0,0.0,0.0,0.0,25.67,1.59,0.0
20230818:0930,0.0,0.0,0.0,0.0,0.0,25.72,1.59,0.0
20230818:1030,0.0,0.0,0.0,0.0,-5.3,25.66,1.79,0.0
20230818:1130,828.14,200.1,81.36,2.55,9.08,25.55,1.59,0.0
20230818:1230,1363.02,302.85,154.33,7.38,23.58,26.36,1.86,0.0
20230818:1330,2003.54,468.55,216.35,13.86,38.15,27.7,2.07,0.0
20230818:1430,1868.33,462.94,176.36,15.76,52.75,29.28,1.79,0.0
20230818:1530,1822.32,443.61,181.35,18.39,67.33,30.28,1.66,0.0
20230818:1630,1911.72,476.46,186.7,23.17,81.65,31.25,1.31,0.0
20230818:1730,1977.63,444.2,252.84,24.39,82.45,32.34,1.1,0.0
20230818:1830,1437.36,236.56,263.92,15.38,68.19,33.02,1.1,0.0
20230818:1930,1301.95,209.12,239.66,12.39,53.61,31.58,1.31,0.0
20230818:2030,1036.19,199.86,156.0,8.29,39.01,31.27,1.59,0.0
20230818:2130,864.94,153.41,144.77,6.01,24.44,30.49,2.07,0.0
20230818:2230,484.72,106.71,68.11,2.25,9.94,30.1,2.28,0.0
20230818:2330,0.0,0.0,0.0,0.0,-4.46,29.42,2.62,0.0
20230819:0030,0.0,0.0,0.0,0.0,0.0,28.57,2.9,0.0
20230819:0130,0.0,0.0,0.0,0.0,0.0,27.68,2.97,0.0
20230819:0230,0.0,0.0,0.0,0.0,0.0,27.32,2.69,0.0
20230819:0330,0.0,0.0,0.0,0.0,0.0,27.11,1.66,0.0
20230819:0430,0.0,0.0,0.0,0.0,0.0,27.01,1.17,0.0
20230819:0530,0.0,0.0,0.0,0.0,0.0,26.7,1.38,0.0
20230819:0630,0.0,0.0,0.0,0.0,0.0,26.25,1.31,0.0
20230819:0730,0.0,0.0,0.0,0.0,0.0,26.23,0.9,0.0
20230819:0830,0.0,0.0,0.0,0.0,0.0,26.1,1.31,0.0
20230819:0930,0.0,0.0,0.0,0.0,0.0,25.97,1.24,0.0
20230819:1030,0.0,0.0,0.0,0.0,-5.31,25.88,1.45,0.0
20230819:1130,835.91,205.82,78.43,2.52,9.09,25.88,1.66,0.0
20230819:1230,1652.5,423.73,131.26,8.04,23.6,26.5,2.21,0.0
20230819:1330,2023.98,506.22,182.21,13.62,38.19,27.68,2.41,0.0
20230819:1430,2456.18,691.19,169.97,20.62,52.8,29.21,2.0,0.0
20230819:1530,2001.5,484.53,214.28,20.53,67.42,30.93,1.31,0.0
20230819:1630,2164.51,592.18,174.67,27.02,81.81,31.89,1.03,0.0
20230819:1730,1962.65,499.67,195.51,24.57,82.52,33.2,0.9,0.0
20230819:1830,1803.22,340.57,300.21,19.33,68.17,33.34,0.76,0.0
20230819:1930,1670.52,345.99,239.53,15.21,53.56,33.0,1.17,0.0
20230819:2030,1219.14,212.33,212.27,10.11,38.94,33.0,1.1,0.0
20230819:2130,1048.97,202.62,161.32,6.84,24.35,32.63,1.72,0.0
20230819:2230,345.42,69.15,61.27,2.03,9.83,31.3,2.41,0.0
20230819:2330,0.0,0.0,0.0,0.0,-4.58,30.14,2.62,0.0
20230820:0030,0.0,0.0,0.0,0.0,0.0,28.83,2.41,0.0
