Latitude (decimal degrees):	1.870
Longitude (decimal degrees):	-72.158
Elevation (m):	210
Radiation database:	PVGIS-ERA5


Slope: 43 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	3.9
System losses (%):	16.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20221013:2030,1943.36,498.14,183.78,11.03,30.44,30.37,1.24,0.0
20221013:2130,1017.86,240.65,107.97,4.23,15.64,27.64,0.55,0.0
20221013:2230,3.54,0.0,8.05,0.28,0.8,26.52,0.0,0.0
20221013:2330,0.0,0.0,0.0,0.0,0.0,26.28,0.55,0.0
20221014:0030,0.0,0.0,0.0,0.0,0.0,25.91,1.03,0.0
20221014:0130,0.0,0.0,0.0,0.0,0.0,25.45,1.31,0.0
20221014:0230,0.0,0.0,0.0,0.0,0.0,25.16,1.31,0.0
20221014:0330,0.0,0.0,0.0,0.0,0.0,24.82,1.45,0.0
20221014:0430,0.0,0.0,0.0,0.0,0.0,24.56,1.45,0.0
20221014:0530,0.0,0.0,0.0,0.0,0.0,24.27,1.38,0.0
20221014:0630,0.0,0.0,0.0,0.0,0.0,24.02,1.24,0.0
20221014:0730,0.0,0.0,0.0,0.0,0.0,23.95,1.38,0.0
20221014:0830,0.0,0.0,0.0,0.0,0.0,23.78,1.38,0.0
20221014:0930,0.0,0.0,0.0,0.0,0.0,23.57,1.45,0.0
20221014:1030,0.0,0.0,0.0,0.0,-1.26,23.44,1.52,0.0
20221014:1130,1238.54,302.8,109.42,4.17,13.58,23.44,1.45,0.0
20221014:1230,1960.07,517.5,149.18,10.06,28.37,24.89,1.31,0.0
20221014:1330,2623.2,795.65,127.31,17.64,43.06,26.54,1.66,0.0
20221014:1430,2739.58,859.06,111.34,22.96,57.52,28.36,2.0,0.0
20221014:1530,2533.84,744.8,144.15,25.25,71.2,29.64,2.14,0.0
20221014:1630,1688.34,363.27,212.07,18.12,80.01,30.33,2.0,0.0
20221014:1730,2025.95,455.27,245.95,20.38,72.87,29.7,1.66,0.0
20221014:1830,2426.19,731.54,136.3,21.17,59.42,29.82,1.03,0.0
20221014:1930,2165.66,631.97,132.26,15.32,45.02,31.13,1.45,0.0
20221014:2030,1637.44,450.31,109.47,8.85,30.34,29.43,1.66,0.0
20221014:2130,1176.41,315.53,84.84,4.22,15.56,28.49,1.45,0.0
20221014:2230,0.0,0.0,4.65,0.16,0.73,27.29,0.55,0.0
20221014:2330,0.0,0.0,0.0,0.0,0.0,26.9,1.17,0.0
20221015:0030,0.0,0.0,0.0,0.0,0.0,26.32,1.38,0.0
20221015:0130,0.0,0.0,0.0,0.0,0.0,26.01,1.17,0.0
20221015:0230,0.0,0.0,0.0,0.0,0.0,25.54,0.69,0.0
20221015:0330,0.0,0.0,0.0,0.0,0.0,25.27,0.41,0.0
20221015:0430,0.0,0.0,0.0,0.0,0.0,24.67,1.03,0.0
20221015:0530,0.0,0.0,0.0,0.0,0.0,24.1,1.03,0.0
20221015:0630,0.0,0.0,0.0,0.0,0.0,23.39,0.48,0.0
20221015:0730,0.0,0.0,0.0,0.0,0.0,23.66,0.69,0.0
20221015:0830,0.0,0.0,0.0,0.0,0.0,23.04,0.62,0.0
20221015:0930,0.0,0.0,0.0,0.0,0.0,22.65,0.62,0.0
20221015:1030,0.0,0.0,0.0,0.0,-1.21,22.46,0.76,0.0
20221015:1130,130.05,0.0,56.68,1.8,13.6,22.22,0.76,0.0
20221015:1230,232.42,0.0,90.43,2.88,28.38,22.44,0.41,0.0
20221015:1330,635.06,38.61,179.34,6.29,43.05,22.71,0.28,0.0
20221015:1430,966.0,50.13,276.19,9.78,57.47,23.57,0.28,0.0
20221015:1530,1003.31,58.63,280.55,10.46,71.05,24.51,0.48,0.0
20221015:1630,1332.56,105.26,345.72,14.17,79.65,25.09,0.55,0.0
20221015:1730,1435.55,124.84,363.56,14.84,72.61,25.48,0.48,0.0
20221015:1830,772.7,48.57,218.1,7.98,59.26,26.66,0.28,0.0
20221015:1930,680.14,46.1,189.01,6.74,44.89,25.02,0.0,0.0
20221015:2030,636.71,55.17,165.54,5.76,30.24,24.71,0.07,0.0
20221015:2130,382.11,52.01,87.1,2.9,15.48,24.88,0.55,0.0
20221015:2230,6.2,0.0,9.54,0.33,0.67,24.51,1.1,0.0
20221015:2330,0.0,0.0,0.0,0.0,0.0,23.85,1.24,0.0
20221016:0030,0.0,0.0,0.0,0.0,0.0,23.52,1.1,0.0
20221016:0130,0.0,0.0,0.0,0.0,0.0,23.24,1.17,0.0
20221016:0230,0.0,0.0,0.0,0.0,0.0,23.09,0.97,0.0
20221016:0330,0.0,0.0,0.0,0.0,0.0,22.81,1.03,0.0
20221016:0430,0.0,0.0,0.0,0.0,0.0,22.57,1.24,0.0
20221016:0530,0.0,0.0,0.0,0.0,0.0,22.43,1.17,0.0
20221016:0630,0.0,0.0,0.0,0.0,0.0,22.28,1.24,0.0
20221016:0730,0.0,0.0,0.0,0.0,0.0,22.18,1.45,0.0
20221016:0830,0.0,0.0,0.0,0.0,0.0,22.06,1.59,0.0
20221016:0930,0.0,0.0,0.0,0.0,0.0,21.95,1.52,0.0
20221016:1030,0.0,0.0,0.0,0.0,-1.18,21.7,1.38,0.0
20221016:1130,70.38,5.88,29.9,0.98,13.63,21.73,1.31,0.0
20221016:1230,246.05,15.59,78.68,2.67,28.38,22.08,1.03,0.0
20221016:1330,350.47,14.12,113.71,3.85,43.03,22.84,0.97,0.0
20221016:1430,450.14,46.51,111.98,4.59,57.4,23.16,1.1,0.0
20221016:1530,598.37,51.48,153.7,6.29,70.89,23.53,1.38,0.0
20221016:1630,660.01,13.69,212.95,7.2,79.28,24.0,1.17,0.0
20221016:1730,598.1,6.66,200.57,6.57,72.35,24.25,1.38,0.0
20221016:1830,882.38,34.92,262.43,9.08,59.09,24.18,1.59,0.0
20221016:1930,1122.04,115.59,258.32,9.89,44.77,24.52,2.0,0.0
20221016:2030,965.54,126.85,197.39,7.34,30.15,25.13,1.86,0.0
20221016:2130,889.39,202.75,97.92,3.79,15.4,25.32,1.31,0.0
20221016:2230,2.89,0.0,7.61,0.26,0.6,24.66,0.69,0.0
20221016:2330,0.0,0.0,0.0,0.0,0.0,24.28,1.03,0.0
20221017:0030,0.0,0.0,0.0,0.0,0.0,23.89,1.03,0.0
20221017:0130,0.0,0.0,0.0,0.0,0.0,23.65,0.97,0.0
20221017:0230,0.0,0.0,0.0,0.0,0.0,23.2,0.55,0.0
20221017:0330,0.0,0.0,0.0,0.0,0.0,23.3,0.21,0.0
20221017:0430,0.0,0.0,0.0,0.0,0.0,22.19,0.69,0.0
20221017:0530,0.0,0.0,0.0,0.0,0.0,21.88,0.97,0.0
20221017:0630,0.0,0.0,0.0,0.0,0.0,21.79,0.9,0.0
20221017:0730,0.0,0.0,0.0,0.0,0.0,21.65,0.62,0.0
20221017:0830,0.0,0.0,0.0,0.0,0.0,21.62,0.48,0.0
20221017:0930,0.0,0.0,0.0,0.0,0.0,21.6,0.55,0.0
20221017:1030,0.0,0.0,0.0,0.0,-1.14,21.61,0.62,0.0
20221017:1130,687.69,136.34,96.88,3.26,13.65,21.67,0.48,0.0
20221017:1230,1397.47,257.4,212.79,8.72,28.38,23.1,0.28,0.0
20221017:1330,2381.15,640.51,206.71,16.67,43.0,24.99,0.28,0.0
20221017:1430,2556.32,775.21,149.0,21.9,57.33,27.01,0.41,0.0
20221017:1530,2191.04,641.83,132.51,21.89,70.72,28.7,0.48,0.0
20221017:1630,2118.35,627.49,116.25,23.41,78.92,29.33,0.62,0.0
20221017:1730,2310.19,692.06,133.75,23.74,72.09,30.14,0.69,0.0
20221017:1830,2042.66,493.48,231.51,18.05,58.93,30.63,0.69,0.0
20221017:1930,1769.27,459.2,159.94,12.81,44.65,29.77,0.41,0.0
20221017:2030,1688.8,419.93,162.65,9.57,30.05,29.0,1.1,0.0
20221017:2130,1112.07,282.03,94.76,4.15,15.33,26.67,1.03,0.0
20221017:2230,1.92,0.0,7.02,0.24,0.54,25.79,0.55,0.0
20221017:2330,0.0,0.0,0.0,0.0,0.0,25.33,1.03,0.0
20221018:0030,0.0,0.0,0.0,0.0,0.0,24.75,1.03,0.0
20221018:0130,0.0,0.0,0.0,0.0,0.0,24.32,1.17,0.0
20221018:0230,0.0,0.0,0.0,0.0,0.0,24.05,1.17,0.0
20221018:0330,0.0,0.0,0.0,0.0,0.0,23.72,1.03,0.0
20221018:0430,0.0,0.0,0.0,0.0,0.0,23.29,0.97,0.0
20221018:0530,0.0,0.0,0.0,0.0,0.0,23.21,1.03,0.0
20221018:0630,0.0,0.0,0.0,0.0,0.0,23.08,0.97,0.0
20221018:0730,0.0,0.0,0.0,0.0,0.0,23.21,1.03,0.0
20221018:0830,0.0,0.0,0.0,0.0,0.0,23.16,1.1,0.0
20221018:0930,0.0,0.0,0.0,0.0,0.0,23.12,1.1,0.0
20221018:1030,0.0,0.0,0.0,0.0,-1.11,22.96,1.03,0.0
20221018:1130,1311.16,341.94,96.32,4.18,13.66,22.95,0.69,0.0
20221018:1230,1374.76,300.51,162.03,7.93,28.38,24.4,0.55,0.0
20221018:1330,1875.14,445.58,200.38,13.27,42.97,25.78,0.48,0.0
20221018:1430,2313.23,633.26,187.83,19.65,57.26,27.4,0.55,0.0
20221018:1530,2336.95,620.56,213.91,23.5,70.55,29.02,0.69,0.0
20221018:1630,1761.38,381.31,230.39,18.95,78.56,30.32,0.83,0.0
20221018:1730,1616.77,283.85,272.61,16.25,71.83,28.18,0.55,0.0
20221018:1830,2093.01,454.47,267.94,18.13,58.77,26.98,1.31,0.0
20221018:1930,1936.74,448.45,227.05,14.27,44.53,27.54,0.55,0.0
20221018:2030,1616.27,389.52,168.22,9.32,29.96,27.58,0.41,0.0
20221018:2130,915.99,210.19,104.85,3.95,15.26,27.1,0.07,0.0
20221018:2230,4.39,0.0,8.56,0.3,0.49,26.6,0.34,0.0
20221018:2330,0.0,0.0,0.0,0.0,0.0,25.94,1.1,0.0
20221019:0030,0.0,0.0,0.0,0.0,0.0,25.41,1.03,0.0
20221019:0130,0.0,0.0,0.0,0.0,0.0,25.07,0.97,0.0
20221019:0230,0.0,0.0,0.0,0.0,0.0,24.67,0.97,0.0
20221019:0330,0.0,0.0,0.0,0.0,0.0,24.45,0.97,0.0
20221019:0430,0.0,0.0,0.0,0.0,0.0,24.15,0.76,0.0
20221019:0530,0.0,0.0,0.0,0.0,0.0,23.91,0.55,0.0
20221019:0630,0.0,0.0,0.0,0.0,0.0,23.69,0.97,0.0
20221019:0730,0.0,0.0,0.0,0.0,0.0,23.63,0.34,0.0
20221019:0830,0.0,0.0,0.0,0.0,0.0,23.38,0.76,0.0
20221019:0930,0.0,0.0,0.0,0.0,0.0,23.21,0.62,0.0
20221019:1030,0.0,0.0,0.0,0.0,-1.08,23.04,0.48,0.0
20221019:1130,846.77,198.47,87.03,3.29,13.68,23.11,0.48,0.0
20221019:1230,1527.18,395.15,123.24,8.1,28.37,25.01,0.28,0.0
20221019:1330,1373.18,282.27,185.6,10.25,42.94,26.33,0.14,0.0
20221019:1430,1657.96,351.53,217.59,14.27,57.18,26.67,0.28,0.0
20221019:1530,966.08,108.99,217.84,9.8,70.37,26.94,1.38,0.0
20221019:1630,1467.89,205.82,291.12,15.39,78.2,27.82,1.52,0.0
20221019:1730,1827.94,416.07,209.28,17.98,71.57,26.64,0.69,0.0
20221019:1830,1731.0,332.62,262.91,15.33,58.6,27.24,0.62,0.0
20221019:1930,1518.63,312.93,206.43,11.49,44.42,26.92,0.41,0.0
20221019:2030,722.26,142.93,105.06,4.92,29.87,26.41,0.55,0.0
20221019:2130,372.33,70.11,66.37,2.38,15.19,25.77,0.07,0.0
20221019:2230,2.43,0.0,7.34,0.26,0.43,25.2,0.14,0.0
20221019:2330,0.0,0.0,0.0,0.0,0.0,24.89,0.34,0.0
20221020:0030,0.0,0.0,0.0,0.0,0.0,24.42,0.34,0.0
20221020:0130,0.0,0.0,0.0,0.0,0.0,24.02,0.83,0.0
20221020:0230,0.0,0.0,0.0,0.0,0.0,23.78,0.76,0.0
20221020:0330,0.0,0.0,0.0,0.0,0.0,23.48,0.83,0.0
20221020:0430,0.0,0.0,0.0,0.0,0.0,23.28,0.48,0.0
20221020:0530,0.0,0.0,0.0,0.0,0.0,23.1,0.34,0.0
20221020:0630,0.0,0.0,0.0,0.0,0.0,22.95,0.69,0.0
20221020:0730,0.0,0.0,0.0,0.0,0.0,23.14,0.48,0.0
20221020:0830,0.0,0.0,0.0,0.0,0.0,23.25,0.41,0.0
20221020:0930,0.0,0.0,0.0,0.0,0.0,23.11,0.34,0.0
20221020:1030,0.0,0.0,0.0,0.0,-1.05,23.05,0.28,0.0
20221020:1130,420.42,66.41,83.78,2.75,13.69,23.01,0.34,0.0
20221020:1230,608.07,76.01,133.82,4.95,28.36,23.67,0.28,0.0
20221020:1330,1300.57,222.57,214.12,10.09,42.9,24.53,0.62,0.0
20221020:1430,560.98,4.86,192.0,6.21,57.09,25.48,1.03,0.0
20221020:1530,1135.67,164.86,215.52,11.19,70.19,25.16,0.83,0.0
20221020:1630,1058.79,88.17,268.97,11.17,77.84,25.95,1.17,0.0
20221020:1730,2134.13,461.18,274.47,21.02,71.32,26.55,1.24,0.0
20221020:1830,2192.84,513.74,251.39,18.92,58.44,28.13,1.31,0.0
20221020:1930,2493.41,754.66,132.52,17.38,44.3,28.61,1.31,0.0
20221020:2030,2008.55,562.37,135.94,10.69,29.78,28.87,1.38,0.0
20221020:2130,1050.86,274.58,85.26,3.89,15.12,28.06,0.62,0.0
20221020:2230,0.35,0.0,5.92,0.21,0.38,26.81,0.07,0.0
20221020:2330,0.0,0.0,0.0,0.0,0.0,26.24,0.76,0.0
20221021:0030,0.0,0.0,0.0,0.0,0.0,25.78,1.03,0.0
20221021:0130,0.0,0.0,0.0,0.0,0.0,25.47,1.03,0.0
20221021:0230,0.0,0.0,0.0,0.0,0.0,25.09,1.24,0.0
20221021:0330,0.0,0.0,0.0,0.0,0.0,24.71,1.17,0.0
20221021:0430,0.0,0.0,0.0,0.0,0.0,24.51,1.1,0.0
20221021:0530,0.0,0.0,0.0,0.0,0.0,24.26,1.17,0.0
20221021:0630,0.0,0.0,0.0,0.0,0.0,23.93,1.03,0.0
20221021:0730,0.0,0.0,0.0,0.0,0.0,23.86,1.17,0.0
20221021:0830,0.0,0.0,0.0,0.0,0.0,23.56,1.24,0.0
20221021:0930,0.0,0.0,0.0,0.0,0.0,23.24,1.17,0.0
20221021:1030,0.0,0.0,0.0,0.0,-1.03,23.13,1.17,0.0
20221021:1130,1403.71,368.32,100.45,4.4,13.69,23.05,0.97,0.0
20221021:1230,2252.48,658.97,129.65,11.39,28.35,25.02,0.62,0.0
20221021:1330,2487.68,754.27,128.86,16.88,42.85,27.18,1.03,0.0
20221021:1430,2672.67,822.7,129.81,22.41,57.0,28.49,1.59,0.0
20221021:1530,2375.26,680.85,154.96,23.38,70.0,29.64,1.52,0.0
20221021:1630,2281.32,584.31,217.77,24.56,77.49,30.2,1.52,0.0
20221021:1730,1832.29,351.52,284.69,18.31,71.06,30.38,1.31,0.0
20221021:1830,1840.95,391.96,236.22,15.82,58.28,27.66,1.52,0.0
20221021:1930,1545.66,327.22,204.96,11.65,44.18,30.01,1.17,0.0
20221021:2030,1185.07,238.91,165.58,7.55,29.7,28.5,0.97,0.0
20221021:2130,632.36,143.03,78.37,3.02,15.05,27.44,0.21,0.0
20221021:2230,3.16,0.0,7.81,0.27,0.34,26.32,0.9,0.0
20221021:2330,0.0,0.0,0.0,0.0,0.0,25.85,1.1,0.0
20221022:0030,0.0,0.0,0.0,0.0,0.0,25.46,0.69,0.0
20221022:0130,0.0,0.0,0.0,0.0,0.0,25.0,1.31,0.0
20221022:0230,0.0,0.0,0.0,0.0,0.0,24.64,1.31,0.0
20221022:0330,0.0,0.0,0.0,0.0,0.0,24.34,1.24,0.0
20221022:0430,0.0,0.0,0.0,0.0,0.0,24.06,1.17,0.0
20221022:0530,0.0,0.0,0.0,0.0,0.0,23.77,1.1,0.0
20221022:0630,0.0,0.0,0.0,0.0,0.0,23.5,1.1,0.0
20221022:0730,0.0,0.0,0.0,0.0,0.0,23.7,1.1,0.0
20221022:0830,0.0,0.0,0.0,0.0,0.0,23.48,1.1,0.0
20221022:0930,0.0,0.0,0.0,0.0,0.0,23.29,1.17,0.0
