NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Annual Tide Predictions
StationName: MEENAN 
State: PA 
Stationid: 8549424
ReferencedToStationName: Philadelphia
ReferencedToStationId: 8545240
HeightOffsetLow: * 1.15
HeightOffsetHigh: * 1.27
TimeOffsetLow: 88
TimeOffsetHigh: 68
Prediction Type: Subordinate
From: 20220101 00:41 - 20221231 21:27
Units: Feet and Centimeters
Time Zone: GMT
Datum: MLLW
Interval Type: High/Low

Date 		Day	Time	Pred(Ft)	Pred(cm)	High/Low
2022/01/01	Sat	00:41	-0.10		-3			L
2022/01/01	Sat	05:41	6.82		208			H
2022/01/01	Sat	12:47	-0.03		-1			L
2022/01/01	Sat	18:03	8.45		258			H
2022/01/02	Sun	01:39	-0.10		-3			L
2022/01/02	Sun	06:36	6.83		208			H
2022/01/02	Sun	13:42	-0.10		-3			L
2022/01/02	Sun	18:57	8.53		260			H
2022/01/03	Mon	02:34	-0.21		-6			L
2022/01/03	Mon	07:31	6.84		208			H
2022/01/03	Mon	14:36	-0.16		-5			L
2022/01/03	Mon	19:51	8.50		259			H
2022/01/04	Tue	03:26	-0.27		-8			L
2022/01/04	Tue	08:25	6.84		208			H
2022/01/04	Tue	15:29	-0.20		-6			L
2022/01/04	Tue	20:45	8.38		255			H
2022/01/05	Wed	04:17	-0.30		-9			L
2022/01/05	Wed	09:20	6.84		208			H
2022/01/05	Wed	16:21	-0.21		-6			L
2022/01/05	Wed	21:39	8.19		250			H
2022/01/06	Thu	05:07	-0.32		-10			L
2022/01/06	Thu	10:14	6.86		209			H
2022/01/06	Thu	17:13	-0.18		-5			L
2022/01/06	Thu	22:33	7.96		243			H
2022/01/07	Fri	05:55	-0.33		-10			L
2022/01/07	Fri	11:08	6.91		211			H
2022/01/07	Fri	18:06	-0.12		-4			L
2022/01/07	Fri	23:27	7.69		234			H
2022/01/08	Sat	06:43	-0.34		-10			L
2022/01/08	Sat	12:02	6.99		213			H
2022/01/08	Sat	18:59	-0.04		-1			L
2022/01/09	Sun	00:21	7.41		226			H
2022/01/09	Sun	07:31	-0.34		-10			L
2022/01/09	Sun	12:56	7.09		216			H
2022/01/09	Sun	19:53	0.03		1			L
2022/01/10	Mon	01:16	7.15		218			H
2022/01/10	Mon	08:19	-0.31		-9			L
2022/01/10	Mon	13:50	7.23		220			H
2022/01/10	Mon	20:48	0.07		2			L
2022/01/11	Tue	02:10	6.93		211			H
2022/01/11	Tue	09:08	-0.28		-9			L
2022/01/11	Tue	14:42	7.39		225			H
2022/01/11	Tue	21:43	0.06		2			L
2022/01/12	Wed	03:04	6.79		207			H
2022/01/12	Wed	09:57	-0.23		-7			L
2022/01/12	Wed	15:34	7.55		230			H
2022/01/12	Wed	22:38	0.00		0			L
2022/01/13	Thu	03:57	6.71		205			H
2022/01/13	Thu	10:46	-0.18		-5			L
2022/01/13	Thu	16:23	7.70		235			H
2022/01/13	Thu	23:31	-0.07		-2			L
2022/01/14	Fri	04:48	6.69		204			H
2022/01/14	Fri	11:34	-0.14		-4			L
2022/01/14	Fri	17:11	7.80		238			H
2022/01/15	Sat	00:22	-0.12		-4			L
2022/01/15	Sat	05:37	6.68		204			H
2022/01/15	Sat	12:21	-0.10		-3			L
2022/01/15	Sat	17:56	7.85		239			H
2022/01/16	Sun	01:10	-0.14		-4			L
2022/01/16	Sun	06:23	6.66		203			H
2022/01/16	Sun	13:07	-0.07		-2			L
2022/01/16	Sun	18:39	7.85		239			H
2022/01/17	Mon	01:55	-0.10		-3			L
2022/01/17	Mon	07:07	6.61		201			H
2022/01/17	Mon	13:51	-0.05		-2			L
2022/01/17	Mon	19:20	7.81		238			H
2022/01/18	Tue	02:39	-0.05		-2			L
2022/01/18	Tue	07:49	6.55		200			H
2022/01/18	Tue	14:34	-0.04		-1			L
2022/01/18	Tue	19:59	7.76		237			H
2022/01/19	Wed	03:20	0.01		0			L
2022/01/19	Wed	08:28	6.51		198			H
2022/01/19	Wed	15:15	-0.03		-1			L
2022/01/19	Wed	20:37	7.72		235			H
2022/01/20	Thu	04:01	0.03		1			L
2022/01/20	Thu	09:06	6.52		199			H
2022/01/20	Thu	15:57	-0.04		-1			L
2022/01/20	Thu	21:14	7.68		234			H
2022/01/21	Fri	04:40	0.02		1			L
2022/01/21	Fri	09:44	6.60		201			H
2022/01/21	Fri	16:39	-0.04		-1			L
2022/01/21	Fri	21:51	7.62		232			H
2022/01/22	Sat	05:20	-0.03		-1			L
2022/01/22	Sat	10:22	6.75		206			H
2022/01/22	Sat	17:25	-0.01		-0			L
2022/01/22	Sat	22:31	7.51		229			H
2022/01/23	Sun	06:01	-0.08		-2			L
2022/01/23	Sun	11:04	6.93		211			H
2022/01/23	Sun	18:14	0.07		2			L
2022/01/23	Sun	23:18	7.32		223			H
2022/01/24	Mon	06:44	-0.10		-3			L
2022/01/24	Mon	11:51	7.11		217			H
2022/01/24	Mon	19:10	0.19		6			L
2022/01/25	Tue	00:12	7.05		215			H
2022/01/25	Tue	07:32	-0.06		-2			L
2022/01/25	Tue	12:46	7.26		221			H
2022/01/25	Tue	20:11	0.31		9			L
2022/01/26	Wed	01:15	6.76		206			H
2022/01/26	Wed	08:26	0.02		1			L
2022/01/26	Wed	13:46	7.42		226			H
2022/01/26	Wed	21:16	0.39		12			L
2022/01/27	Thu	02:20	6.54		199			H
2022/01/27	Thu	09:26	0.11		3			L
2022/01/27	Thu	14:48	7.58		231			H
2022/01/27	Thu	22:21	0.37		11			L
2022/01/28	Fri	03:24	6.45		197			H
2022/01/28	Fri	10:28	0.14		4			L
2022/01/28	Fri	15:50	7.78		237			H
2022/01/28	Fri	23:25	0.26		8			L
2022/01/29	Sat	04:26	6.49		198			H
2022/01/29	Sat	11:30	0.08		2			L
2022/01/29	Sat	16:50	7.98		243			H
2022/01/30	Sun	00:25	0.09		3			L
2022/01/30	Sun	05:25	6.62		202			H
2022/01/30	Sun	12:29	-0.03		-1			L
2022/01/30	Sun	17:48	8.15		248			H
2022/01/31	Mon	01:22	-0.09		-3			L
2022/01/31	Mon	06:21	6.77		206			H
2022/01/31	Mon	13:25	-0.17		-5			L
2022/01/31	Mon	18:43	8.27		252			H
2022/02/01	Tue	02:15	-0.23		-7			L
2022/02/01	Tue	07:15	6.92		211			H
2022/02/01	Tue	14:19	-0.28		-9			L
2022/02/01	Tue	19:37	8.30		253			H
2022/02/02	Wed	03:05	-0.32		-10			L
2022/02/02	Wed	08:08	7.05		215			H
2022/02/02	Wed	15:11	-0.34		-10			L
2022/02/02	Wed	20:29	8.24		251			H
2022/02/03	Thu	03:53	-0.37		-11			L
2022/02/03	Thu	08:59	7.16		218			H
2022/02/03	Thu	16:01	-0.33		-10			L
2022/02/03	Thu	21:19	8.09		247			H
2022/02/04	Fri	04:39	-0.38		-12			L
2022/02/04	Fri	09:49	7.24		221			H
2022/02/04	Fri	16:51	-0.26		-8			L
2022/02/04	Fri	22:09	7.88		240			H
2022/02/05	Sat	05:24	-0.35		-11			L
2022/02/05	Sat	10:38	7.30		223			H
2022/02/05	Sat	17:40	-0.17		-5			L
2022/02/05	Sat	22:58	7.60		232			H
2022/02/06	Sun	06:08	-0.30		-9			L
2022/02/06	Sun	11:27	7.34		224			H
2022/02/06	Sun	18:30	-0.06		-2			L
2022/02/06	Sun	23:48	7.30		223			H
2022/02/07	Mon	06:52	-0.22		-7			L
2022/02/07	Mon	12:17	7.37		225			H
2022/02/07	Mon	19:21	0.05		2			L
2022/02/08	Tue	00:40	7.00		213			H
2022/02/08	Tue	07:37	-0.12		-4			L
2022/02/08	Tue	13:08	7.38		225			H
2022/02/08	Tue	20:14	0.14		4			L
2022/02/09	Wed	01:34	6.75		206			H
2022/02/09	Wed	08:24	-0.01		-0			L
2022/02/09	Wed	14:00	7.39		225			H
2022/02/09	Wed	21:08	0.19		6			L
2022/02/10	Thu	02:29	6.59		201			H
2022/02/10	Thu	09:14	0.08		2			L
2022/02/10	Thu	14:53	7.42		226			H
2022/02/10	Thu	22:02	0.20		6			L
2022/02/11	Fri	03:23	6.53		199			H
2022/02/11	Fri	10:05	0.14		4			L
2022/02/11	Fri	15:45	7.49		228			H
2022/02/11	Fri	22:57	0.17		5			L
2022/02/12	Sat	04:16	6.55		200			H
2022/02/12	Sat	10:57	0.14		4			L
2022/02/12	Sat	16:37	7.58		231			H
2022/02/12	Sat	23:49	0.13		4			L
2022/02/13	Sun	05:07	6.63		202			H
2022/02/13	Sun	11:48	0.10		3			L
2022/02/13	Sun	17:25	7.68		234			H
2022/02/14	Mon	00:39	0.10		3			L
2022/02/14	Mon	05:55	6.71		205			H
2022/02/14	Mon	12:37	0.04		1			L
2022/02/14	Mon	18:11	7.76		237			H
2022/02/15	Tue	01:25	0.08		2			L
2022/02/15	Tue	06:39	6.78		207			H
2022/02/15	Tue	13:25	-0.01		-0			L
2022/02/15	Tue	18:54	7.82		238			H
2022/02/16	Wed	02:09	0.09		3			L
2022/02/16	Wed	07:21	6.85		209			H
2022/02/16	Wed	14:10	-0.05		-2			L
2022/02/16	Wed	19:35	7.84		239			H
2022/02/17	Thu	02:51	0.09		3			L
2022/02/17	Thu	08:00	6.94		212			H
2022/02/17	Thu	14:54	-0.06		-2			L
2022/02/17	Thu	20:14	7.82		238			H
2022/02/18	Fri	03:32	0.09		3			L
2022/02/18	Fri	08:38	7.07		215			H
2022/02/18	Fri	15:39	-0.05		-2			L
2022/02/18	Fri	20:52	7.77		237			H
2022/02/19	Sat	04:12	0.06		2			L
2022/02/19	Sat	09:15	7.25		221			H
